mot_commun,ld,nom,homonymes
BARIL, ,RUE DU PETIT BARIL (44155_0661),RUE DU PETIT BARIL (44188_0038)
COTEAU, ,IMP DU COTEAU (44155_0124),IMP DU COTEAU (44188_0104)
EGLISE, ,PL DE L EGLISE (44155_0144),PL DE L EGLISE (44188_0120)
GAGNERIE, ,RUE DE LA GAGNERIE (44155_0199),VOIE DE LA GAGNERIE (44188_0177)
LIMOUZIN, ,RTE DE LA LIMOUZINIERE (44155_0464),RTE DE LA LIMOUZINIERE (44188_0220)
MARRONNI, ,IMP DES MARRONNIERS (44155_0522),PL DES MARRONNIERS (44188_0269)
MOULIN, ,RUE DU MOULIN (44155_0586),RUE DU MOULIN (44188_0363)
NANTES, ,RTE DE NANTES (44155_0595),AV DE NANTES (44188_0304)
SABLES, ,RUE DES SABLES (44155_0918),RTE DES SABLES (44188_0402)
SAULES, ,RUE DES SAULES (44155_0942),RUE DES SAULES (44188_0441)
VILLE, ,RUE DE L HOTEL DE VILLE (44155_0413),RUE DE L HOTEL DE VILLE (44188_0210)
BOURG,0,LE BOURG (44155_B122),LE BOURG (44188_B178)
BREIL,0,LE BREIL (44155_B130),LE BREIL (44188_B194)
BRULOT,0,LE BRULOT (44155_B146),LE BRULOT (44188_B214)
DOUVE,0,LA DOUVE (44155_B277),LA DOUVE (44188_B447)
ESSARTS,0,LES ESSARTS (44155_B300),LES ESSARTS (44188_B475)
FIEF,0,LE PETIT FIEF (44155_B898),LE PETIT FIEF (44188_C403)
GADAISER,0,LA GADAISERIE (44155_B378),LA GADAISERIE (44188_B659)
GAGNERIE,0,LA GAGNERIE (44155_B380),LA GAGNERIE (44188_B662)
GENTISER,0,LA GENTISERIE (44155_B404),LA GENTISERIE (44188_B711)
GITE,0,LE GITE (44155_B407),LE GITE (44188_B716)
LANDE,0,LA LANDE (44155_B674),LA LANDE (44188_C073)
LANDES,0,LES LANDES (44155_B699),LES LANDES (44188_C081)
LANDES,0,LES LANDES (44155_B701),LES LANDES (44188_C081)
NOIRES,0,LES TERRES NOIRES (44155_C651),LES TERRES NOIRES (44188_D560)
PLESSIS,0,LE PLESSIS (44155_C341),LE PLESSIS (44188_D079)
SALLE,0,LA SALLE (44155_C613),LA SALLE (44188_D493)
SORINIER,0,LA SORINIERE (44155_C620),LA SORINIERE (44188_D507)
