mot_commun,ld,nom,homonymes
AUFFRET, ,RUE JULES AUFFRET (44103_0606),RUE JULES AUFFRET (44210_0319)
FRENES, ,IMP DES FRENES (44103_0396),RUE DES FRENES (44210_0245)
GAUTIER, ,IMP HENRI GAUTIER (44103_0500),BD HENRI GAUTIER (44210_0280)
GAUTIER, ,RUE HENRI GAUTIER (44103_0520),BD HENRI GAUTIER (44210_0280)
JAURES, ,IMP JEAN JAURES (44103_0579),RUE JEAN JAURES (44210_0300)
JAURES, ,RUE JEAN JAURES (44103_0580),RUE JEAN JAURES (44210_0300)
MOCQUET, ,RUE GUY MOCQUET (44103_0455),ALL GUY MOCQUET (44210_0281)
ORMEAUX, ,IMP DES ORMEAUX (44103_0821),IMP DES ORMEAUX (44210_0459) + RTE DES ORMEAUX (44210_0460)
PAIX, ,RUE DE LA PAIX (44103_0828),RUE DE LA PAIX (44210_0470)
PARMENTI, ,RUE PARMENTIER (44103_0830),RUE PARMENTIER (44210_0480)
PASTEUR, ,RUE LOUIS PASTEUR (44103_0720),RUE LOUIS PASTEUR (44210_0370)
PATURES, ,RUE DES PATURES (44103_0833),RUE DES PATURES (44210_0482)
RENAN, ,RUE ERNEST RENAN (44103_0360),RUE ERNEST RENAN (44210_0200)
VERNE, ,IMP JULES VERNE (44103_0619),RUE JULES VERNE (44210_0320)
VERNE, ,RUE JULES VERNE (44103_0620),RUE JULES VERNE (44210_0320)
VOLTAIRE, ,RUE VOLTAIRE (44103_0960),RUE VOLTAIRE (44210_0600)
BOURG,0,LE BOURG (44103_B010),LE BOURG (44210_B013)
GRATIENS,0,LES GRATIENS (44103_B053),LES GRATIENS (44210_B056)
