mot_commun,ld,nom,homonymes
ABEILLES, ,ALL DES ABEILLES (44109_0025),AV DES ABEILLES (44215_0005)
ACACIAS, ,AV DES ACACIAS (44109_0028),AV DES ACACIAS (44215_0010)
AJONCS, ,AV DES AJONCS (44109_0066),IMP DES AJONCS (44215_0020) + AV DES AJONCS (44215_0019)
ALSACE, ,RUE D ALSACE (44109_0198),IMP D ALSACE (44215_0036)
ANJOU, ,RUE D ANJOU (44109_0304),RUE D ANJOU (44215_0053)
APPERT, ,RUE NICOLAS APPERT (44109_0340),RUE NICOLAS APPERT (44215_1251)
ARC, ,RUE JEANNE D ARC (44109_4500),RUE JEANNE D ARC (44215_1030)
BAMBOUS, ,AV DES BAMBOUS (44109_0525),RUE DES BAMBOUS (44215_0104)
BARBARA, ,RUE BARBARA (44109_0530),RUE BARBARA (44215_0108)
BATELIER, ,CHE DES BATELIERS (44109_0618),RUE DES BATELIERS (44215_0143)
BEAUREGA, ,RUE BEAUREGARD (44109_0652),BEAUREGARD (44215_B025)
BELLEVUE, ,RUE BELLEVUE (44109_0732),IMP BELLEVUE (44215_0205) + BELLEVUE (44215_B028)
BERNARDI, ,CHE DE LA BERNARDIERE (44109_0780),RUE DE LA BERNARDIERE (44215_0211)
BERNARDI, ,IMP DE LA BERNARDIERE (44109_0785),RUE DE LA BERNARDIERE (44215_0211)
BERNHARD, ,AV SARAH BERNHARDT (44109_7824),RUE SARAH BERNHARDT (44215_2047)
BERRY, ,RUE DU BERRY (44109_0796),RUE DU BERRY (44215_0215)
BLANC, ,RUE DU CHEVAL BLANC (44109_1852),IMP DU CHEVAL BLANC (44215_0502)
BLEUETS, ,AV DES BLEUETS (44109_0892),RUE DES BLEUETS (44215_0254)
BOIS, ,PL DU PETIT BOIS (44109_6416),RUE DU PETIT BOIS (44215_1402)
BOIS, ,RUE DU BOIS (44109_0929),IMP DU BOIS (44215_0257)
BOISSIER, ,RUE DE LA BOISSIERE (44109_0996),RUE DE LA BOISSIERE (44215_0269)
BRASSENS, ,AV GEORGES BRASSENS (44109_3656),RUE GEORGES BRASSENS (44215_0312) + IMP GEORGES BRASSENS (44215_0313)
BREL, ,AV JACQUES BREL (44109_4299),RUE JACQUES BREL (44215_0314)
BRETAGNE, ,PL DE BRETAGNE (44109_1216),RUE DE BRETAGNE (44215_0315)
