mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44129_0020),RUE DES ACACIAS (44152_0005)
EGLISE, ,PL DE L EGLISE (44129_0220),PL DE L EGLISE (44152_0062)
EGLISE, ,RUE DE L EGLISE (44129_0222),PL DE L EGLISE (44152_0062)
FORGE, ,RUE DE LA FORGE (44129_0227),RUE DE LA FORGE (44152_0077) + DE LA FORGE (44152_B251)
FRENES, ,RUE DES FRENES (44129_0230),RUE DES FRENES (44152_0086)
TILLEULS, ,RUE DES TILLEULS (44129_0579),IMP DES TILLEULS (44152_0190)
BARRE,0,LA BARRE (44129_B007),LA BARRE (44152_B008)
CARREE,0,LA CARREE (44129_B073),LA CARREE (44152_B087)
CLOSE,0,LA CLOSE (44129_B121),LA CLOSE (44152_B190)
GARENNE,0,LA GARENNE (44129_B171),LA GARENNE (44152_B283)
GREE,0,LA GREE (44129_B193),LA GREE (44152_B311)
MICHAUDE,0,LA MICHAUDERIE (44129_B279),LA MICHAUDERIE (44152_B362)
NOE,0,LA NOE (44129_B286),LA NOE (44152_B373)
PORTE,0,LA PORTE (44129_B320),LA PORTE (44152_B399)
VERT,0,LE CHENE VERT (44129_B088),LE CHENE VERT (44152_B106)
