mot_commun,ld,nom,homonymes
EPINETTE, ,IMP DES EPINETTES (44032_0271),RUE DES EPINETTES (44071_0100)
EPINETTE, ,RUE DES EPINETTES (44032_0270),RUE DES EPINETTES (44071_0100)
PEUPLIER, ,RUE DES PEUPLIERS (44032_0164),RUE DES PEUPLIERS (44071_0221)
PRES, ,RUE DES PRES (44032_0173),RUE DES PRES (44071_0299)
SOLEIL, ,ALL BEAU SOLEIL (44032_0016),PL BEAU SOLEIL (44071_0015)
SPORTS, ,RUE DES SPORTS (44032_0190),RUE DES SPORTS (44071_0345)
BOURG,0,LE BOURG (44032_B039),LE BOURG (44071_B048)
CLOUET,0,LE CLOUET (44032_B078),LE CLOUET (44071_B083)
FAILLI,0,LE CHAMP FAILLI (44032_B051),LE CHAMP FAILLI (44071_B063)
GARENNE,0,LA GARENNE (44032_B106),LA GARENNE (44071_B112)
HAUTURE,0,LA HAUTURE (44032_B132),LA HAUTURE (44071_B164)
MARTINIE,0,LA MARTINIERE (44032_B155),LA MARTINIERE (44071_B205)
SAUZAIE,0,LA SAUZAIE (44032_B283),LA SAUZAIE (44071_B359)
VILLE,0,LA HAUTE VILLE (44032_B130),LA HAUTE VILLE (44071_B159)
