mot_commun,ld,nom,homonymes
CHENES, ,RUE DES CHENES (44056_0062),RUE DES CHENES (44111_0013)
GENETS, ,RUE DES GENETS (44056_0072),RUE DES GENETS (44111_0043)
MAIRIE, ,RUE DE LA MAIRIE (44056_0096),PL DE LA MAIRIE (44111_0050)
VERNE, ,RUE JULES VERNE (44056_0071),RUE JULES VERNE (44111_0048)
AIR,0,BEL AIR (44056_B057),BEL AIR (44111_B054)
BELLEVUE,0,BELLEVUE (44056_B060),BELLEVUE (44111_B059)
BOURG,0,LE BOURG (44056_B295),LE BOURG (44111_B124)
BREIL,0,LE BREIL (44056_B307),LE BREIL (44111_B128)
BROSSE,0,LA BROSSE (44056_B321),LA BROSSE (44111_B139)
BUCHERE,0,LA BUCHERE (44056_B331),LA BUCHERE (44111_B149)
CHESNAIE,0,LA CHESNAIE (44056_B439),LA CHESNAIE (44111_B203)
ECOBUT,0,L ECOBUT (44056_B884),L ECOBUT (44111_B411)
GARE,0,LA GARE (44056_C011),LA GARE (44111_B489)
MADELEIN,0,LA MADELEINE (44056_C233),LA MADELEINE (44111_B615)
MARCHAND,0,LA MARCHANDAIS (44056_C246),LA MARCHANDAIS (44111_B621)
NOE,0,LA NOE (44056_C305),LA NOE (44111_B648)
PIERRE,0,LA PIERRE (44056_C580),LA PIERRE (44111_B766)
SENSIVE,0,LA SENSIVE (44056_D082),LA SENSIVE (44111_B945)
SOLEIL,0,BEAU SOLEIL (44056_B047),RUE BEAU SOLEIL (44111_0009) + BEAU SOLEIL (44111_B034)
VALLEE,0,LA VALLEE (44056_D254),LA VALLEE (44111_B970)
