mot_commun,ld,nom,homonymes
ECOLIERS, ,AV DES ECOLIERS (44023_0026),IMP DES ECOLIERS (44056_0061)
ABATTOIR,0,L ABATTOIR (44023_B001),L ABATTOIR (44056_B001)
AIR,0,BEL AIR (44023_B015),BEL AIR (44056_B057)
BELLEVUE,0,BELLEVUE (44023_B020),BELLEVUE (44056_B060)
BOURG,0,LE BOURG (44023_B069),LE BOURG (44056_B295)
CHATEL,0,LE CHATEL (44023_B094),LE CHATEL (44056_B425)
COUDRAIS,0,LA COUDRAIS (44023_B153),LA COUDRAIS (44056_B786)
FOLIE,0,LA FOLIE (44023_B190),LA FOLIE (44056_B917)
GARE,0,LA GARE (44023_B210),LA GARE (44056_C011)
GARRELAI,0,LA GARRELAIS (44023_B211),LA GARRELAIS (44056_C013)
GAULAIS,0,LA GAULAIS (44023_B212),LA GAULAIS (44056_C015)
GAUTRAIS,0,LA GAUTRAIS (44023_B215),LA GAUTRAIS (44056_C016)
GUICHARD,0,LA GUICHARDAIS (44023_B234),LA GUICHARDAIS (44056_C106)
GUILLARD,0,LA GUILLARDAIS (44023_B239),LA GUILLARDAIS (44056_C111)
MADELEIN,0,LA MADELEINE (44023_B284),LA MADELEINE (44056_C233)
MALABRY,0,MALABRY (44023_B286),MALABRY (44056_C239)
NEUF,0,LE CLOS NEUF (44023_B136),LE CLOS NEUF (44056_B718)
PUITS,0,LE CLOS DU PUITS (44023_B127),LE CLOS DU PUITS (44056_B687)
ROUGE,0,LA MAISON ROUGE (44023_B285),LA MAISON ROUGE (44056_C236)
SOLEIL,0,BEAU SOLEIL (44023_B012),BEAU SOLEIL (44056_B047)
VERGER,0,LE VERGER (44023_B423),LE VERGER (44056_D265)
VERT,0,LE CHENE VERT (44023_B102),LE CHENE VERT (44056_B456)
VIGNE,0,LA VIGNE (44023_B425),LA VIGNE (44056_D273)
VILHOUIN,0,VILHOUIN (44023_B427),VILHOUIN (44056_D279)
