mot_commun,ld,nom,homonymes
AIR, ,AV DE BEL AIR (44026_2119),CHE DE BEL AIR (44094_0252)
AIR, ,RUE DE BEL AIR (44026_2120),CHE DE BEL AIR (44094_0252)
AUTOROUT, ,AUTOROUTE 11 (44026_3772),AUTOROUTE 11 (44094_0251)
BARRE, ,IMP DE LA BARRE (44026_2092),CHE DE LA BARRE (44094_0253)
BARRE, ,RTE DE LA BARRE (44026_2089),CHE DE LA BARRE (44094_0253)
BOIS, ,AV DU BOIS (44026_2153),IMP DU BOIS (44094_0036)
COULEE, ,CHE DE LA COULEE (44026_2440),CHE DE LA COULEE (44094_0059)
GARE, ,RUE DE LA GARE (44026_2676),PL DE LA GARE (44094_0081) + AV DE LA GARE (44094_0080)
LOIRE, ,AV DE LA LOIRE (44026_2972),RUE DE LA LOIRE (44094_0138)
MANOIR, ,IMP DU MANOIR (44026_3018),IMP DU MANOIR (44094_0165)
MARAIS, ,CHE DU MARAIS (44026_3035),CHE DU MARAIS (44094_0270)
MARAIS, ,IMP DU MARAIS (44026_3036),CHE DU MARAIS (44094_0270)
MARINIER, ,IMP DES MARINIERS (44026_3055),QUAI DES MARINIERS (44094_0172)
MOULIN, ,IMP DU CLOS DU MOULIN (44026_2421),RUE DU CLOS DU MOULIN (44094_0056)
PAIX, ,RUE DE LA PAIX (44026_3282),RPT DE LA PAIX (44094_0282)
PARIS, ,AV DE PARIS (44026_3302),RTE DE PARIS (44094_0197)
PARIS, ,RTE DE PARIS (44026_3303),RTE DE PARIS (44094_0197)
THOUARE, ,RTE DE THOUARE (44026_3614),RUE DE THOUARE (44094_0241)
BARRE,0,LA BARRE (44026_B025),LA BARRE (44094_B012)
BUTTE,0,LA BUTTE (44026_B134),LA BUTTE (44094_B084)
CHESNAIE,0,LA CHESNAIE (44026_B218),LA CHESNAIE (44094_B106)
GARE,0,LA GARE (44026_B383),LA GARE (44094_B236)
GRALAN,0,GRALAN (44026_B406),GRALAN (44094_B820)
JALOUSIE,0,LA JALOUSIE (44026_C603),LA JALOUSIE (44094_B294)
JAUNAIE,0,LA JAUNAIE (44026_B567),LA JAUNAIE (44094_B316)
LANDREAU,0,LE LANDREAU (44026_B585),LE LANDREAU (44094_B327)
MASURE,0,LA MASURE (44026_B627),LA MASURE (44094_B344)
ROUAUDIE,0,LA ROUAUDIERE (44026_C436),LA ROUAUDIERE (44094_B720)
ROUAUDRI,0,LA ROUAUDRIE (44026_C437),LA ROUAUDRIE (44094_B721)
TERTREAU,0,LE TERTREAU (44026_C513),LE TERTREAU (44094_B762)
VERGER,0,LE VERGER (44026_C535),LE VERGER (44094_B769)
