mot_commun,ld,nom,homonymes
COLVERTS, ,ALL DES COLVERTS (44130_0122),RUE DES COLVERTS (44150_0035)
ECOBUTS, ,RUE DES ECOBUTS (44130_0136),IMP DES ECOBUTS (44150_0043) + RTE DES ECOBUTS (44150_0042)
EGLISE, ,PL DE L EGLISE (44130_0134),PL DE L EGLISE (44150_0055)
FIEF, ,RUE DU GRAND FIEF (44130_0164),RUE DU GRAND FIEF (44150_0071)
FORET, ,RUE DE LA BASSE FORET (44130_0062),CHE DE LA BASSE FORET (44150_0007)
GUIFETTE, ,IMP DES GUIFETTES (44130_0173),IMP DES GUIFETTES (44150_0076)
GUIFETTE, ,PAS DES GUIFETTES (44130_0172),IMP DES GUIFETTES (44150_0076)
HALBRANS, ,IMP DES HALBRANS (44130_0170),RUE DES HALBRANS (44150_0091)
HUPPES, ,ALL DES GREBES HUPPES (44130_0169),RUE DES GREBES HUPPES (44150_0077)
LAC, ,AV DU LAC (44130_0186),RTE DU LAC (44150_0120)
MAROUETT, ,RUE DES MAROUETTES (44130_0225),RUE DES MAROUETTES (44150_0127)
PRESSOIR, ,RUE DU PRESSOIR (44130_0301),RUE DU PRESSOIR (44150_0210) + IMP DU PRESSOIR (44150_0209)
ROCHE, ,RUE DE LA ROCHE (44130_0309),CHE DE LA ROCHE (44150_0036)
AIR,0,BEL AIR (44130_B054),BEL AIR (44150_B036)
BAUCHE,0,LA GRANDE BAUCHE (44130_B244),LA GRANDE BAUCHE (44150_B209)
BOIS,0,BAUCHE DU BOIS (44130_B031),BAUCHE DU BOIS (44150_B021)
BOURG,0,LE BOURG (44130_B078),LE BOURG (44150_B064)
FIEF,0,LE PETIT FIEF (44130_B434),LE PETIT FIEF (44150_B347)
GOUPILLE,0,LA GOUPILLERE (44130_B215),LA GOUPILLERE (44150_B191)
LANDES,0,LES LANDES (44130_B328),LES LANDES (44150_B279)
MARAIS,0,LE MARAIS (44130_B339),LE MARAIS (44150_B285)
MARIONNI,0,LA MARIONNIERE (44130_B353),LA MARIONNIERE (44150_B294)
PLANTES,0,LES PLANTES (44130_B633),LES PLANTES (44150_B464)
PRE,0,LE GRAND PRE (44130_B238),LE GRAND PRE (44150_B204)
