mot_commun,ld,nom,homonymes
ACACIAS, ,AV DES ACACIAS (44005_0004),RUE DES ACACIAS (44192_0008)
ALOUETTE, ,RUE DES ALOUETTES (44005_0008),RUE DES ALOUETTES (44192_0024)
EGLISE, ,PL DE L EGLISE (44005_0079),PL DE L EGLISE (44192_0080)
EGLISE, ,RUE DE L EGLISE (44005_0080),PL DE L EGLISE (44192_0080)
GARE, ,RUE DE LA GARE (44005_0105),RUE DE LA GARE (44192_0130)
MOULIN, ,IMP DU MOULIN (44005_0099),CHE DU MOULIN (44192_0271) + RUE DU MOULIN (44192_0270)
VIGNES, ,CHE DES VIGNES (44005_0175),RUE DES VIGNES (44192_0350)
CROIX,0,LA CROIX (44005_B213),LA CROIX (44192_B177)
FONTENEL,0,LES FONTENELLES (44005_B252),LES FONTENELLES (44192_B208)
NOE,0,LA NOE (44005_B487),LA NOE (44192_B481)
PLATE,0,LA PIECE PLATE (44005_B705),LA PIECE PLATE (44192_B733)
POIRIER,0,LE POIRIER (44005_B731),LE POIRIER (44192_B755)
