mot_commun,ld,nom,homonymes
EGLISE, ,PL DE L EGLISE (44147_0032),PL DE L EGLISE (44163_0065)
MOULIN, ,CHE DU MOULIN (44147_0060),IMP DU MOULIN (44163_0180)
TILLEULS, ,IMP DES TILLEULS (44147_0096),RUE DES TILLEULS (44163_0154)
TILLEULS, ,RUE DES TILLEULS (44147_0093),RUE DES TILLEULS (44163_0154)
AIR,0,BEL AIR (44147_B033),BEL AIR (44163_B031)
BOURG,0,BOURG (44147_B065),BOURG (44163_B081)
CADOREAU,0,LE CADOREAU (44147_B091),LE CADOREAU (44163_B111)
CLOS,0,GRAND CLOS (44147_B496),GRAND CLOS (44163_B511)
CROIX,0,LA CROIX (44147_B420),LA CROIX (44163_B435)
DRUILLET,0,LE DRUILLET (44147_B432),LE DRUILLET (44163_B451)
FONTAINE,0,LA FONTAINE (44147_B457),LA FONTAINE (44163_B467)
GREES,0,LES GREES (44147_B559),LES GREES (44163_B610)
LONGERES,0,LES LONGERES (44147_B682),LES LONGERES (44163_B742)
NOUETTE,0,LA NOUETTE (44147_B725),LA NOUETTE (44163_B805)
SAUGERE,0,LA SAUGERE (44147_C127),LA SAUGERE (44163_C596)
VIGNEAU,0,LE VIGNEAU (44147_C215),LE VIGNEAU (44163_C557)
VILLENEU,0,VILLENEUVE (44147_C222),VILLENEUVE (44163_C624)
