mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44041_0005),RUE DES ACACIAS (44188_0015)
COPERNIC, ,RUE COPERNIC (44041_0132),RUE COPERNIC (44188_0103)
FIEF, ,IMP DU GRAND FIEF (44041_0241),CHEM DU GRAND FIEF (44188_0183)
GENETS, ,IMP DES GENETS (44041_0233),RTE DES GENETS (44188_0174)
HERBAUGE, ,PL D HERBAUGES (44041_0325),RUE D HERBAUGES (44188_0208)
JARDINS, ,IMP DES JARDINS (44041_0330),RUE DES JARDINS (44188_0215)
LILAS, ,RUE DES LILAS (44041_0345),RUE DES LILAS (44188_0218)
MOULINS, ,RUE DES MOULINS (44041_0370),IMP DES MOULINS (44188_0300)
NANTES, ,RUE DE NANTES (44041_0380),AV DE NANTES (44188_0304)
PERRIERE, ,RUE DES PERRIERES (44041_0438),RUE DES PERRIERES (44188_0318)
PLAISANC, ,RUE DE PLAISANCE (44041_0447),RUE DE PLAISANCE (44188_0340)
PORT, ,RUE DU PORT (44041_0470),RUE DU PORT (44188_0368)
RUISSEAU, ,IMP DU RUISSEAU (44041_0528),CHE DU RUISSEAU (44188_0401)
SAULES, ,RUE DES SAULES (44041_0531),RUE DES SAULES (44188_0441)
AIR,0,BEL AIR (44041_B057),BEL AIR (44188_B096)
AJONCS,0,PIECE D AJONCS (44041_B831),PIECE D AJONCS (44188_C667)
BASTIERE,0,LA BASTIERE (44041_B032),LA BASTIERE (44188_B083)
BOURG,0,LE BOURG (44041_B103),LE BOURG (44188_B178)
LANDES,0,LES HAUTES LANDES (44041_B445),LES HAUTES LANDES (44188_B968)
LANDES,0,PIECE DES LANDES (44041_B962),PIECE DES LANDES (44188_C862)
MORTIER,0,LE MORTIER (44041_B578),LE MORTIER (44188_C198)
NOE,0,LA GRANDE NOE (44041_B370),LA GRANDE NOE (44188_B834)
PLESSIS,0,LE PLESSIS (44041_C115),LE PLESSIS (44188_D079)
SOLEIL,0,BEAU SOLEIL (44041_B054),RUE BEAU SOLEIL (44188_0039)
VUE,0,BELLE VUE (44041_B058),BELLE VUE (44188_B098)
