mot_commun,ld,nom,homonymes
ACACIAS, ,PL DES ACACIAS (44102_0005),AV DES ACACIAS (44127_0001)
GARE, ,RUE DE LA GARE (44102_0055),RUE DE LA GARE (44127_0011)
LANDES, ,RUE DES LANDES (44102_0110),RUE DES LANDES (44127_0300)
MAIRIE, ,RUE DE LA MAIRIE (44102_0126),PL DE LA MAIRIE (44127_0101)
PATIS, ,RUE DU PATIS (44102_0146),RUE DU PATIS (44127_0031)
PRES, ,RUE DES PRES (44102_0167),CHE DES PRES (44127_0042)
VIGNES, ,RUE DES VIGNES (44102_0210),RUE DES VIGNES (44127_1401)
AIR,0,BEL AIR (44102_B069),BEL AIR (44127_B057)
CHATAIGN,0,LE CHATAIGNIER (44102_B156),LE CHATAIGNIER (44127_B155)
JOLY,0,LE BOIS JOLY (44102_B081),LE BOIS JOLY (44127_B062)
LANDES,0,LES LANDES (44102_B488),LES LANDES (44127_B477)
PLAISANC,0,PLAISANCE (44102_B873),PLAISANCE (44127_C295)
SOLEIL,0,BEAU SOLEIL (44102_B059),BEAU SOLEIL (44127_B056)
