mot_commun,ld,nom,homonymes
NOZAY, ,RTE DE NOZAY (44076_0563),RTE DE NOZAY (44091_0004)
AIR,0,BEL AIR (44076_B026),BEL AIR (44091_B020)
BIGNON,0,LE BIGNON (44076_B030),LE BIGNON (44091_B021)
BOURG,0,LE BOURG (44076_B064),LE BOURG (44091_B034)
CHESNEAU,0,LE CHESNEAU (44076_B158),LE CHESNEAU (44091_B061)
PATIS,0,LE PATIS (44076_B501),LE PATIS (44091_B214)
PLESSIS,0,LE PLESSIS (44076_B706),LE PLESSIS (44091_B235)
RIVIERES,0,LES RIVIERES (44076_B941),LES RIVIERES (44091_B290)
ROCHER,0,LE ROCHER (44076_B943),LE ROCHER (44091_B295)
TERTRE,0,LE TERTRE (44076_C027),LE TERTRE (44091_B311)
