mot_commun,ld,nom,homonymes
CHAPELLE, ,RTE DE LA CHAPELLE (44033_0020),RTE DE LA CHAPELLE (44195_0180)
EGLISE, ,PL DE L EGLISE (44033_0041),RUE DE L EGLISE (44195_0260)
EGLISE, ,RUE DE L EGLISE (44033_0043),RUE DE L EGLISE (44195_0260)
PONTREAU, ,RTE DU PONTREAU (44033_0067),RUE DU PONTREAU (44195_1220)
TROENES, ,ALL DES TROENES (44033_0097),ALL DES TROENES (44195_1430)
VANNES, ,RTE DE VANNES (44033_0098),RTE DE VANNES (44195_1481)
VERDUN, ,RUE DE VERDUN (44033_0100),RUE DE VERDUN (44195_1500)
GERAUDAI,0,LA GERAUDAIS (44033_B372),LA GERAUDAIS (44195_B210)
GOULET,0,LE GOULET (44033_B375),LE GOULET (44195_B214)
PRAUDS,0,LES PRAUDS (44033_B578),LES PRAUDS (44195_B331)
SOLEIL,0,BEAU SOLEIL (44033_B027),RUE BEAU SOLEIL (44195_0080)
