mot_commun,ld,nom,homonymes
CHATEAU, ,RUE DU CHATEAU (44048_0008),RUE DU CHATEAU (44096_0181)
CHENES, ,AV DES CHENES (44048_0009),AV DES CHENES (44096_0083)
STADE, ,RUE DU STADE (44048_0110),RUE DU STADE (44096_0250)
VIGNES, ,RUE DES VIGNES (44048_0135),ALL DES VIGNES (44096_0310)
AIR,0,BEL AIR (44048_B047),BEL AIR (44096_B028)
BOURG,0,LE BOURG (44048_B132),LE BOURG (44096_B063)
CHESNEAU,0,LES CHESNEAUX (44048_B324),LES CHESNEAUX (44096_B176)
COUDRAIS,0,LES COUDRAIS (44048_B524),LES COUDRAIS (44096_B236)
GREE,0,LA GREE (44048_B745),LA GREE (44096_B339)
HAIES,0,LES HAIES (44048_B772),LES HAIES (44096_B353)
JARRIER,0,LE JARRIER (44048_B892),LE JARRIER (44096_B429)
JOSEPH,0,SAINT JOSEPH (44048_C818),SAINT JOSEPH (44096_B689)
LANDES,0,LES LANDES (44048_B919),LES LANDES (44096_B435)
LANDREAU,0,LES LANDREAUX (44048_B923),LES LANDREAUX (44096_B440)
MONIE,0,LA MONIE (44048_B980),LA MONIE (44096_B470)
NOUES,0,LES NOUES (44048_C018),LES NOUES (44096_B496)
PATIS,0,LE PATIS (44048_C062),LE PATIS (44096_B536)
PIECE,0,LA GRANDE PIECE (44048_B697),LA GRANDE PIECE (44096_B324)
PLANTIS,0,LES PLANTIS (44048_C429),LES PLANTIS (44096_B600)
RAMEE,0,LA RAMEE (44048_C786),LA RAMEE (44096_B667)
RIVIERE,0,LA RIVIERE (44048_C799),LA RIVIERE (44096_B673)
ROCHE,0,LA ROCHE (44048_C801),LA ROCHE (44096_B675)
VIGNEAU,0,LE VIGNEAU (44048_C978),LE VIGNEAU (44096_B749)
