mot_commun,ld,nom,homonymes
COULEES, ,CHE DES COULEES (44028_0091),IMP DES COULEES (44179_0306) + RUE DES COULEES (44179_0305)
ECUREUIL, ,RUE DES ECUREUILS (44028_0026),IMP DES ECUREUILS (44179_0023)
ROSERAIE, ,ALL DE LA ROSERAIE (44028_0189),IMP DE LA ROSERAIE (44179_0530)
AIR,0,BEL AIR (44028_B045),BEL AIR (44179_B024)
BOURG,0,LE BOURG (44028_B135),LE BOURG (44179_B047)
CHESNAIE,0,LA CHESNAIE (44028_B238),LA CHESNAIE (44179_B069)
GRANGE,0,LA GRANGE (44028_B523),LA GRANGE (44179_B144)
LANDES,0,LES LANDES (44028_B628),LES LANDES (44179_B229)
RIVIERE,0,LA RIVIERE (44028_C223),LA RIVIERE (44179_B402)
SOLEIL,0,BEAU SOLEIL (44028_B041),RUE BEAU SOLEIL (44179_0255) + BEAU SOLEIL (44179_B021)
