mot_commun,ld,nom,homonymes
FAUVETTE, ,HAM DES FAUVETTES (44098_A039),RUE DES FAUVETTES (44129_0226)
JARDINS, ,IMP DES JARDINS (44098_0180),ALL DES JARDINS (44129_0278)
LANDAS, ,IMP DU LANDAS (44098_0214),RUE DU LANDAS (44129_0283)
LAURIERS, ,RUE DES LAURIERS (44098_0230),RUE DES LAURIERS (44129_0288)
MIMOSAS, ,RUE DES MIMOSAS (44098_0251),RUE DES MIMOSAS (44129_0334)
OLIVIERS, ,RUE DES OLIVIERS (44098_0280),IMP DES OLIVIERS (44129_0407)
VILLENEU, ,RUE DE VILLENEUVE (44098_0432),BD DE VILLENEUVE (44129_0620)
BELLEVUE,0,BELLEVUE (44098_B016),BELLEVUE (44129_B018)
GERIAIS,0,LE GERIAIS (44098_B114),LE GERIAIS (44129_B189)
GOUTAS,0,LE GOUTAS (44098_B120),LE GOUTAS (44129_B191)
HERVIAIS,0,LA HERVIAIS (44098_B141),LA HERVIAIS (44129_B208)
HOUSSAIS,0,LA HOUSSAIS (44098_B281),LA HOUSSAIS (44129_B209)
ISLAC,0,ISLAC (44098_B142),ISLAC (44129_B225)
JOUR,0,LE POINT DU JOUR (44098_B221),LE POINT DU JOUR (44129_B313)
LANDES,0,LES LANDES (44098_B297),LES LANDES (44129_B250)
NEUF,0,LE PRE NEUF (44098_B231),LE PRE NEUF (44129_B328)
NEUVE,0,TERRE NEUVE (44098_B265),TERRE NEUVE (44129_B385)
NOE,0,LA NOE (44098_B180),LA NOE (44129_B286)
PERRIERE,0,LES PERRIERES (44098_B209),LES PERRIERES (44129_B299)
PLESSIS,0,LE PLESSIS (44098_B220),LE PLESSIS (44129_B312)
TERTRE,0,LE TERTRE (44098_B266),LE TERTRE (44129_B386)
VERT,0,LE CHENE VERT (44098_B067),LE CHENE VERT (44129_B088)
