mot_commun,ld,nom,homonymes
EGLISE, ,PL DE L EGLISE (44046_0009),PL DE L EGLISE (44187_0160)
FRENES, ,IMP DES FRENES (44046_0041),IMP DES FRENES (44187_0185)
MAIRIE, ,RUE DE LA MAIRIE (44046_0016),PL DE LA MAIRIE (44187_0280)
PAIMBOEU, ,RTE DE PAIMBOEUF (44046_0020),RUE DE PAIMBOEUF (44187_0380)
AIR,0,BEL AIR (44046_C421),BEL AIR (44187_B065)
AUBINAIS,0,L AUBINAIS (44046_B018),L AUBINAIS (44187_B022)
AUBINERI,0,L AUBINERIE (44046_B040),L AUBINERIE (44187_D342)
BOURG,0,LE BOURG (44046_B162),LE BOURG (44187_B126)
HERSE,0,LA HERSE (44046_B617),LA HERSE (44187_B684)
LANDES,0,LES HAUTES LANDES (44046_B609),LES HAUTES LANDES (44187_B672)
MORNAIS,0,LA HAUTE MORNAIS (44046_B610),LA HAUTE MORNAIS (44187_D341)
MOURAUDI,0,LA MOURAUDIERE (44046_B798),LA MOURAUDIERE (44187_B962)
PRIEURE,0,LE PRIEURE (44046_C230),LE PRIEURE (44187_D319)
TOUCHES,0,LES TOUCHES (44046_C339),LES TOUCHES (44187_D175)
