mot_commun,ld,nom,homonymes
ACACIAS, ,SQ DES ACACIAS (44101_0003),PL DES ACACIAS (44166_0040)
AIR, ,RUE DE BEL AIR (44101_0055),RUE DE BEL AIR (44166_0077)
BAC, ,RUE DU BAC (44101_0045),RUE DU BAC (44166_0060)
CALE, ,RUE DE LA CALE (44101_0259),RUE DE LA CALE (44166_0120)
DOUANE, ,RUE DE LA DOUANE (44101_0510),RUE DE LA DOUANE (44166_0360)
ETIER, ,IMP DE L ETIER (44101_0723),RUE DE L ETIER (44166_0400)
ETIER, ,RUE DE L ETIER (44101_0726),RUE DE L ETIER (44166_0400)
ETOILE, ,IMP DE LA BELLE ETOILE (44101_0081),RUE DE LA BELLE ETOILE (44166_0080)
ETOILE, ,RUE DE LA BELLE ETOILE (44101_0080),RUE DE LA BELLE ETOILE (44166_0080)
GUETTE, ,RPT DU CHAT QUI GUETTE (44101_0322),RUE DU CHAT QUI GUETTE (44166_0180)
HOMMEAU, ,RUE DE L HOMMEAU (44101_1090),RUE DE L HOMMEAU (44166_0520) + CHE DE L HOMMEAU (44166_0540)
JAURES, ,RUE JEAN JAURES (44101_1140),RUE JEAN JAURES (44166_0602)
LAUNAY, ,RUE DE LAUNAY (44101_1240),CHE DE LAUNAY (44166_1176)
LOIRE, ,RUE DE LA LOIRE (44101_1260),RUE DE LA LOIRE (44166_0680)
MANOIR, ,RUE DU MANOIR (44101_1315),ALL DU MANOIR (44166_0707)
METAIRIE, ,PAS DE LA METAIRIE (44101_1367),RUE DE LA METAIRIE (44166_0740)
MICHEL, ,RUE LOUISE MICHEL (44101_1270),RUE LOUISE MICHEL (44166_0690)
MITTERRA, ,PL FRANCOIS MITTERRAND (44101_0724),RUE FRANCOIS MITTERRAND (44166_0455)
MORTIER, ,ALL DU MORTIER (44101_1370),RUE DU MORTIER (44166_0750)
MOULIN, ,RUE DU MOULIN (44101_1380),RUE DU MOULIN (44166_0760)
ORMES, ,IMP DES ORMES (44101_1428),RUE DES ORMES (44166_0902)
PAIX, ,RUE DE LA PAIX (44101_1440),RUE DE LA PAIX (44166_0860)
REPUBLIQ, ,RUE DE LA REPUBLIQUE (44101_1600),PL DE LA REPUBLIQUE (44166_1060)
VALLEE, ,RUE DE LA VALLEE (44101_1810),RUE DE LA VALLEE (44166_1180)
BRIANDIE,0,LA BRIANDIERE (44101_B006),LA BRIANDIERE (44166_B032)
