mot_commun,ld,nom,homonymes
CLISSON, ,RTE DE CLISSON (44117_0003),RTE DE CLISSON (44212_0360)
JARDINS, ,RLE DES JARDINS (44117_0031),RUE DES JARDINS (44212_0630)
MESANGES, ,RUE DES MESANGES (44117_0023),RUE DES MESANGES (44212_0710)
MICHEL, ,RUE SAINT MICHEL (44117_0049),SAINT MICHEL (44212_B717) + RUE SAINT MICHEL (44212_0931)
ROSES, ,IMP DES ROSES (44117_0045),AV DES ROSES (44212_0890)
TEMPLIER, ,RUE DES TEMPLIERS (44117_0057),IMP DES TEMPLIERS (44212_0948)
VINCENT, ,RUE SAINT VINCENT (44117_0050),RUE SAINT VINCENT (44212_0940) + SAINT VINCENT (44212_B718)
BOIS,0,LES BOIS (44117_B016),LES BOIS (44212_B053)
BOISSELI,0,LA BOISSELIERE (44117_B025),LA BOISSELIERE (44212_B952)
BRETIGNE,0,BRETIGNE (44117_B037),BRETIGNE (44212_B943)
CLOSERIE,0,LES CLOSERIES (44117_B070),LES CLOSERIES (44212_B192)
FRESCHES,0,LES FRESCHES (44117_B098),LES FRESCHES (44212_B262)
GUIBLOTE,0,LA GUIBLOTERIE (44117_B128),LA GUIBLOTERIE (44212_B334)
MARE,0,LA MARE (44117_B150),LA MARE (44212_B406)
NEUVE,0,LA MAISON NEUVE (44117_B148),LA MAISON NEUVE (44212_B399)
PATIS,0,LE GRAND PATIS (44117_B112),LE GRAND PATIS (44212_B293)
ROCHE,0,LA ROCHE (44117_B272),LA ROCHE (44212_B708)
