mot_commun,ld,nom,homonymes
CHEVAL, ,RUE DU FER A CHEVAL (44070_0559),RUE DU FER A CHEVAL (44088_0095)
CLISSON, ,RTE DE CLISSON (44070_0035),RTE DE CLISSON (44088_0040)
FORGES, ,ALL DES FORGES (44070_0154),RUE DES FORGES (44088_0097)
IRIS, ,RUE DES IRIS (44070_0183),IMP DES IRIS (44088_0103)
NOELLES, ,RUE DES NOELLES (44070_0580),RUE DES NOELLES (44088_0126)
TILLEULS, ,PL DES TILLEULS (44070_0431),PL DES TILLEULS (44088_0160)
AVENEAU,0,L AVENEAU (44070_B002),L AVENEAU (44088_B004)
BOURG,0,LE BOURG (44070_B017),LE BOURG (44088_B027)
HALLAY,0,LE HALLAY (44070_B099),LE HALLAY (44088_B159)
PATIS,0,LE PATIS (44070_B143),LE PATIS (44088_B195)
VERGER,0,LE VERGER (44070_B226),LE VERGER (44088_B269)
