mot_commun,ld,nom,homonymes
CURIE, ,RUE PIERRE ET MARIE CURIE (44087_1281),RUE PIERRE ET MARIE CURIE (44188_2775)
EGLISE, ,PL DE L EGLISE (44087_0720),PL DE L EGLISE (44188_0120)
FORET, ,RTE DE LA FORET (44087_0780),RTE DE LA FORET (44188_0165)
IRIS, ,RUE DES IRIS (44087_0989),RUE DES IRIS (44188_0211)
MARAIS, ,RUE DES MARAIS (44087_1057),RUE DES MARAIS (44188_0260)
MESANGES, ,AV DES MESANGES (44087_1080),CHEM DES MESANGES (44188_0273)
MINOTERI, ,IMP DE LA MINOTERIE (44087_1091),RUE DE LA MINOTERIE (44188_0277)
MOULINS, ,BD DES MOULINS (44087_1120),IMP DES MOULINS (44188_0300)
NANTES, ,RTE DE NANTES (44087_1160),AV DE NANTES (44188_0304)
NANTES, ,RUE DE NANTES (44087_1166),AV DE NANTES (44188_0304)
OR, ,RUE DES BLES D OR (44087_0188),CHE DES BLES D OR (44188_0043)
PAPIN, ,RUE DENIS PAPIN (44087_0687),IMP DENIS PAPIN (44188_0311)
PASTEUR, ,RUE PASTEUR (44087_1220),RUE PASTEUR (44188_0316)
PINSONS, ,AV DES PINSONS (44087_1300),CHEM DES PINSONS (44188_0283)
PLAISANC, ,RUE DE PLAISANCE (44087_1321),RUE DE PLAISANCE (44188_0340)
PORT, ,PL DU PORT (44087_1400),RUE DU PORT (44188_0368)
PRIMEVER, ,RUE DES PRIMEVERES (44087_1450),RUE DES PRIMEVERES (44188_0389)
SABLES, ,IMP DES SABLES (44087_1701),RTE DES SABLES (44188_0402)
VERGNES, ,RUE DES VERGNES (44087_2060),RUE DES VERGNES (44188_0501)
ABREUVOI,0,L ABREUVOIR (44087_B004),L ABREUVOIR (44188_B002)
AIR,0,BEL AIR (44087_B087),BEL AIR (44188_B096)
ANNE,0,SAINTE ANNE (44087_D341),SAINTE ANNE (44188_D487)
BARIL,0,LE BARIL (44087_B042),LE BARIL (44188_B053)
BARIL,0,LE PETIT BARIL (44087_D573),LE PETIT BARIL (44188_C385)
BOIS,0,LE PETIT BOIS (44087_C547),LE PETIT BOIS (44188_C386)
CHAUSSEE,0,LA CHAUSSEE (44087_B412),LA CHAUSSEE (44188_B309)
CROIX,0,LA CROIX (44087_B505),LA CROIX (44188_B429)
DESERT,0,LE DESERT (44087_B536),LE DESERT (44188_B440)
ECOBUTS,0,LES ECOBUTS (44087_B576),LES ECOBUTS (44188_B452)
FILEE,0,LA FILEE (44087_B662),LA FILEE (44188_B594)
GATINE,0,LA GATINE (44087_B725),LA GATINE (44188_B683)
GITE,0,LA GITE (44087_B737),LA GITE (44188_B715)
GRAS,0,LES PRES GRAS (44087_D211),LES PRES GRAS (44188_D403)
HERONNIE,0,LA HERONNIERE (44087_B988),LA HERONNIERE (44188_B974)
MARIE,0,SAINTE MARIE (44087_D344),SAINTE MARIE (44188_D489)
METAIRIE,0,LA GRANDE METAIRIE (44087_B847),LA GRANDE METAIRIE (44188_B885)
MORICIER,0,LA MORICIERE (44087_C247),LA MORICIERE (44188_C195)
NEUVE,0,LA MAISON NEUVE (44087_C145),LA MAISON NEUVE (44188_C115)
PARC,0,LE PARC (44087_C483),LE PARC (44188_C313)
PREE,0,LA PREE (44087_D200),LA PREE (44188_D372)
ROCHETTE,0,LES ROCHETTES (44087_D316),LES ROCHETTES (44188_D472)
TUILERIE,0,LA TUILERIE (44087_D473),LA TUILERIE (44188_D588)
VIGNE,0,L OUCHE DE LA VIGNE (44087_C379),L OUCHE DE LA VIGNE (44188_C271)
VIVIER,0,LE VIVIER (44087_D543),LE VIVIER (44188_D660)
