mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44029_0003),ALL DES ACACIAS (44204_0004)
BEAUREGA, ,ALL BEAUREGARD (44029_0008),RUE BEAUREGARD (44204_0130)
BEAUSEJO, ,RUE BEAUSEJOUR (44029_0011),BEAUSEJOUR (44204_B025)
BELLEVUE, ,ALL DE BELLEVUE (44029_0010),RUE DE BELLEVUE (44204_0009)
CHATAIGN, ,RUE DE LA CHATAIGNERAIE (44029_0019),AV DE LA CHATAIGNERAIE (44204_0042)
ERABLES, ,RUE DES ERABLES (44029_0036),RUE DES ERABLES (44204_0729)
LOIRE, ,IMP DU VAL DE LOIRE (44029_0188),AV DU VAL DE LOIRE (44204_0120)
LOIRE, ,RUE DU VAL DE LOIRE (44029_0189),AV DU VAL DE LOIRE (44204_0120)
MAGNOLIA, ,RUE DES MAGNOLIAS (44029_0102),MAIL DES MAGNOLIAS (44204_0350)
MAUVES, ,RTE DE MAUVES (44029_0092),RUE DE MAUVES (44204_0080)
PLESSIS, ,PL DU PETIT PLESSIS (44029_0130),LOT DU PETIT PLESSIS (44204_A085) + RUE DU PETIT PLESSIS (44204_0095)
PORT, ,RUE DU PORT (44029_0142),RUE DU PORT (44204_0105)
ROCHER, ,RUE DU ROCHER (44029_0171),IMP DU ROCHER (44204_0110)
VALLON, ,RUE DU VALLON (44029_0185),AV DU VALLON (44204_0125)
VIGNES, ,IMP DES VIGNES (44029_0210),RUE DES VIGNES (44204_0122)
BARRE,0,LA BARRE (44029_B010),LA BARRE (44204_B007)
BOIS,0,LES BOIS (44029_B029),LES BOIS (44204_B036)
BOURG,0,LE BOURG (44029_B046),LE BOURG (44204_B046)
EBEAUPIN,0,L EBEAUPIN (44029_B106),L EBEAUPIN (44204_B105)
SAULZAIE,0,LA SAULZAIE (44029_B330),LA SAULZAIE (44204_B404)
TAILLIS,0,LE TAILLIS (44029_B337),LE TAILLIS (44204_B411)
VERT,0,LE CHENE VERT (44029_B068),LE CHENE VERT (44204_B077)
