mot_commun,ld,nom,homonymes
ANNE, ,ALL SAINTE ANNE (44003_0833),RUE SAINTE ANNE (44096_0230) + SAINTE ANNE (44096_B690)
BLEUETS, ,ALL DES BLEUETS (44003_0115),RUE DES BLEUETS (44096_0059)
CHATEAU, ,RUE DU CHATEAU (44003_0220),RUE DU CHATEAU (44096_0181)
CHENES, ,RUE DES CHENES (44003_0243),AV DES CHENES (44096_0083)
DOUVES, ,RUE DES DOUVES (44003_0280),RUE DES DOUVES (44096_0126)
FRESNES, ,RUE DES FRESNES (44003_0350),ALL DES FRESNES (44096_0135)
MIMOSAS, ,ALL DES MIMOSAS (44003_0641),IMP DES MIMOSAS (44096_0166)
PONT, ,RUE DU PONT (44003_0730),DU PONT (44096_B605)
ROCHER, ,RUE DU ROCHER (44003_0810),RUE DU ROCHER (44096_0078)
ROITELET, ,RUE DES ROITELETS (44003_0825),RUE DES ROITELETS (44096_0225)
TANVET, ,RUE HORTENSE TANVET (44003_0474),RUE HORTENSE TANVET (44096_0153)
AUBINIER,0,L AUBINIERE (44003_B001),L AUBINIERE (44096_B006)
PLANCHE,0,LA PLANCHE (44003_B087),LA PLANCHE (44096_B597)
ROUGE,0,LE CHATEAU ROUGE (44003_B028),LE CHATEAU ROUGE (44096_B168)
VERGER,0,LE VERGER (44003_B106),LE VERGER (44096_B717)
