mot_commun,ld,nom,homonymes
FRENES, ,RUE DES FRENES (44052_0285),RUE DES FRENES (44137_0202)
STADE, ,RUE DU STADE (44052_0710),RUE DU STADE (44137_0474)
BILLIAIS,0,LA BILLIAIS (44052_B035),LA BILLIAIS (44137_B028)
BOIS,0,LE PETIT BOIS (44052_B335),LE PETIT BOIS (44137_B531)
BROUSSE,0,LA BROUSSE (44052_B060),LA BROUSSE (44137_B101)
GREE,0,LA GREE (44052_B200),LA GREE (44137_B401)
LANDAIS,0,LE LANDAIS (44052_B252),LE LANDAIS (44137_B451)
LANDE,0,LA HAUTE LANDE (44052_B223),LA HAUTE LANDE (44137_B426)
LANDES,0,LES BASSES LANDES (44052_B023),LES BASSES LANDES (44137_B015)
NEUF,0,LE MOULIN NEUF (44052_B319),LE MOULIN NEUF (44137_B497)
ROCHER,0,LE ROCHER (44052_B414),LE ROCHER (44137_B711)
SEM,0,SEM (44052_B433),SEM (44137_B726)
TERTRE,0,LE TERTRE (44052_B446),LE TERTRE (44137_B739)
