mot_commun,ld,nom,homonymes
OCEAN, ,RTE DE L OCEAN (44015_0495),RTE DE L OCEAN (44224_0023)
AIR,0,BEL AIR (44015_B033),BEL AIR (44224_B043)
BECHIS,0,LE BECHIS (44015_B032),LE BECHIS (44224_B041)
BOIS,0,LE GRAND BOIS (44015_B357),LE GRAND BOIS (44224_B282)
BOSSE,0,LA BOSSE (44015_B063),LA BOSSE (44224_B088)
BOURG,0,LE BOURG (44015_B078),LE BOURG (44224_B092)
GARENNE,0,LA GARENNE (44015_B343),LA GARENNE (44224_B273)
GRISONS,0,LES GRISONS (44015_B392),LES GRISONS (44224_B634)
LANDES,0,LES LANDES (44015_B482),LES LANDES (44224_B645)
MOUTONNE,0,LA MOUTONNERIE (44015_B549),LA MOUTONNERIE (44224_B630)
PRE,0,LE GRAND PRE (44015_B364),LE GRAND PRE (44224_B285)
PRISES,0,LES PRISES (44015_B740),LES PRISES (44224_B540)
RIVIERE,0,LA RIVIERE (44015_B766),LA RIVIERE (44224_B544)
ROCHETTE,0,LES ROCHETTES (44015_B779),LES ROCHETTES (44224_B548)
VALLEE,0,LA VALLEE (44015_B843),LA VALLEE (44224_B587)
