mot_commun,ld,nom,homonymes
AIR, ,RUE DE BEL AIR (44028_0010),RUE DE BEL AIR (44029_0009)
BATELIER, ,IMP DES BATELIERS (44028_0007),IMP DES BATELIERS (44029_0013)
EAU, ,RUE DU CHATEAU D'EAU (44028_0024),RUE DU CHATEAU D'EAU (44029_0026)
ERABLES, ,ALL DES ERABLES (44028_0130),RUE DES ERABLES (44029_0036)
GABARRES, ,RUE DES GABARRES (44028_0137),IMP DES GABARRES (44029_0064)
LOIRE, ,RTE DE LA LOIRE (44028_0138),RTE DE LA LOIRE (44029_0083)
MARINIER, ,PL DES MARINIERS (44028_0172),RUE DES MARINIERS (44029_0086)
MAUVES, ,RTE DE MAUVES (44028_0169),RTE DE MAUVES (44029_0092)
PARADIS, ,IMP DU PARADIS (44028_0212),IMP DU PARADIS (44029_0107) + RUE DU PARADIS (44029_0109)
TONNELIE, ,RUE DU TONNELIER (44028_0244),CHEM DU TONNELIER (44029_0184)
VIGNES, ,CHEM DES GRANDES VIGNES (44028_0142),RUE DES GRANDES VIGNES (44029_0070)
BARRE,0,LA BARRE (44028_B016),LA BARRE (44029_B010)
BOURG,0,LE BOURG (44028_B135),LE BOURG (44029_B046)
EBEAUPIN,0,L EBEAUPIN (44028_B394),L EBEAUPIN (44029_B106)
NEUVE,0,LA MAISON NEUVE (44028_B650),LA MAISON NEUVE (44029_B201)
SAULZAIE,0,LA SAULZAIE (44028_C266),LA SAULZAIE (44029_B330)
SENSIVE,0,LA SENSIVE (44028_C270),LA SENSIVE (44029_B332)
VERT,0,LE CHENE VERT (44028_B231),LE CHENE VERT (44029_B068)
