mot_commun,ld,nom,homonymes
GAGNERIE, ,RUE DE LA GAGNERIE (44155_0199),AV DE LA GAGNERIE (44223_0084)
MARRONNI, ,IMP DES MARRONNIERS (44155_0522),RUE DES MARRONNIERS (44223_0243)
MONTBERT, ,RTE DE MONTBERT (44155_0560),RTE DE MONTBERT (44223_0100)
MONTBERT, ,RUE DE MONTBERT (44155_0559),RTE DE MONTBERT (44223_0100)
NANTES, ,RTE DE NANTES (44155_0595),CHE DE NANTES (44223_0120) + RTE DE NANTES (44223_0140)
POMMIERS, ,IMP DES POMMIERS (44155_0699),RUE DES POMMIERS (44223_0249)
SAULES, ,RUE DES SAULES (44155_0942),IMP DES SAULES (44223_0201)
VENDEE, ,RUE DE LA VENDEE (44155_0954),AV DE LA VENDEE (44223_0220)
BOURG,0,LE BOURG (44155_B122),LE BOURG (44223_B021)
GAGNERIE,0,LA GAGNERIE (44155_B380),LA GAGNERIE (44223_B071)
NOIRES,0,LES TERRES NOIRES (44155_C651),LES TERRES NOIRES (44223_B305)
