mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44169_0010),AV DES ACACIAS (44172_2010)
ALOUETTE, ,RUE DES ALOUETTES (44169_0025),ALL DES ALOUETTES (44172_2060)
AUBEPINE, ,RUE DES AUBEPINES (44169_0032),RUE DES AUBEPINES (44172_2093)
BOULEAUX, ,RUE DES BOULEAUX (44169_0057),ALL DES BOULEAUX (44172_2230)
BRETAGNE, ,RUE DE BRETAGNE (44169_0060),AV DE BRETAGNE (44172_2270)
ECOLES, ,PAS DES ECOLES (44169_0160),PAS DES ECOLES (44172_2580)
FAUVETTE, ,ALL DES FAUVETTES (44169_0167),IMP DES FAUVETTES (44172_2630) + RUE DES FAUVETTES (44172_2631)
GARE, ,RUE DE LA GARE (44169_0182),RUE DE LA GARE (44172_2710)
LOIRE, ,RUE DE LA LOIRE (44169_0220),RUE DE LA LOIRE (44172_3040)
MATELOTS, ,TRA DES MATELOTS (44169_0244),IMP DES MATELOTS (44172_3130)
MUGUET, ,RTE DU MUGUET (44169_0257),AV DU MUGUET (44172_3230)
OEILLETS, ,RUE DES OEILLETS (44169_0275),AV DES OEILLETS (44172_3280)
ORMEAUX, ,RUE DES ORMEAUX (44169_0300),RUE DES ORMEAUX (44172_3300)
PAVILLON, ,RUE DU PAVILLON (44169_0304),RUE DU PAVILLON (44172_3360)
PECHEURS, ,PL DES PECHEURS (44169_0302),ALL DES PECHEURS (44172_3370)
PECHEURS, ,QUAI DES PECHEURS (44169_0386),ALL DES PECHEURS (44172_3370)
POMMIERS, ,RUE DES POMMIERS (44169_0370),RUE DES POMMIERS (44172_3515)
ROITELET, ,RUE DES ROITELETS (44169_0389),RUE DES ROITELETS (44172_3605)
ROSEAUX, ,RTE DES ROSEAUX (44169_0399),RUE DES ROSEAUX (44172_3635)
ROSES, ,RUE DES ROSES (44169_0392),RUE DES ROSES (44172_3621)
SABLES, ,CHEM DES SABLES (44169_0394),RTE DES SABLES (44172_0125)
SAULES, ,IMP DES SAULES (44169_0405),AV DES SAULES (44172_3670)
SEVRE, ,RUE DE LA SEVRE (44169_0435),RUE DE LA SEVRE (44172_3675)
STADE, ,RUE DU STADE (44169_0440),RUE DU STADE (44172_3690)
TILLEULS, ,RUE DES TILLEULS (44169_0445),IMP DES TILLEULS (44172_3730)
AUBINIER,0,L AUBINIERE (44169_B004),L AUBINIERE (44172_B351)
BOIS,0,LE PETIT BOIS (44169_B272),LE PETIT BOIS (44172_B218)
BOURG,0,LE BOURG (44169_B051),LE BOURG (44172_B031)
CHATAIGN,0,LA CHATAIGNERAIE (44169_B071),LA CHATAIGNERAIE (44172_B053)
CORMIER,0,LE CORMIER (44169_B083),LE CORMIER (44172_B075)
GAGNERIE,0,LA GAGNERIE (44169_B104),LA GAGNERIE (44172_B101)
JAUNIERE,0,LA JAUNIERE (44169_B282),LA JAUNIERE (44172_B158)
