mot_commun,ld,nom,homonymes
CHENES, ,RTE DES CHENES (44015_1118),RUE DES CHENES (44062_0035)
CHESNAIE, ,LOT DE LA CHESNAIE (44015_A033),RUE DE LA CHESNAIE (44062_0032)
FORET, ,RUE DE LA FORET (44015_0300),RUE DE LA FORET (44062_0108)
GARE, ,AV DE LA GARE (44015_0316),RTE DE LA GARE (44062_0120)
GAVRE, ,RTE DU GAVRE (44015_0320),CPG DU GAVRE (44062_X001)
LANDES, ,CHE DES LANDES (44015_0388),RUE DES LANDES (44062_0142)
MOULIN, ,CHE DU MOULIN (44015_0412),IMP DU MOULIN (44062_0173)
ROUGE, ,RUE DE LA CROIX ROUGE (44015_0220),LOT DE LA CROIX ROUGE (44062_A018) + RES DE LA CROIX ROUGE (44062_A020) + RUE DE LA CROIX ROUGE (44062_0070)
STADE, ,RUE DU STADE (44015_0809),RUE DU STADE (44062_0220)
AIR,0,BEL AIR (44015_B033),BEL AIR (44062_B008)
BOURG,0,LE BOURG (44015_B078),LE BOURG (44062_B016)
CARREE,0,LA CARREE (44015_B109),LA CARREE (44062_B424)
CHATEAU,0,LE CHATEAU (44015_B142),LE CHATEAU (44062_B063)
CLAIES,0,LES CLAIES (44015_B155),LES CLAIES (44062_B080)
ETOILE,0,LA BELLE ETOILE (44015_B034),LA BELLE ETOILE (44062_B009)
NOE,0,LA NOE (44015_B554),LA NOE (44062_B235)
PRE,0,LE GRAND PRE (44015_B364),LE GRAND PRE (44062_B166)
