mot_commun,ld,nom,homonymes
BERGERIE, ,RUE DE LA BERGERIE (44209_0042),IMP DE LA BERGERIE (44217_0027) + LOT DE LA BERGERIE (44217_A037)
BOIS, ,RUE DU PETIT BOIS (44209_0196),RUE DU PETIT BOIS (44217_0223)
BOULEAUX, ,IMP DES BOULEAUX (44209_0047),IMP DES BOULEAUX (44217_0026)
CARRIERE, ,IMP DE LA CARRIERE (44209_0053),IMP DE LA CARRIERE (44217_0064)
CHATAIGN, ,IMP DES CHATAIGNIERS (44209_0084),ALL DES CHATAIGNIERS (44217_0075) + IMP DES CHATAIGNIERS (44217_0076)
CHENES, ,RUE DES CHENES (44209_0090),ALL DES CHENES (44217_0084)
DONS, ,RUE DE LA LEVEE DES DONS (44209_0164),RTE DE LA LEVEE DES DONS (44217_0174)
EGLISE, ,PL DE L EGLISE (44209_0110),PL DE L EGLISE (44217_0328)
ETOILE, ,CHE DE LA BELLE ETOILE (44209_0040),RTE DE LA BELLE ETOILE (44217_0009)
HAIES, ,SEN DES HAIES (44209_0576),CHE DES HAIES (44217_0160)
JARDINS, ,RUE DES JARDINS (44209_0155),IMP DES JARDINS (44217_0176)
LILAS, ,RUE DES LILAS (44209_0226),RUE DES LILAS (44217_0175)
LOUPS, ,RUE DE LA FOSSE AUX LOUPS (44209_0153),RUE DE LA FOSSE AUX LOUPS (44217_0103)
MOULINS, ,RUE DES MOULINS (44209_0179),RUE DES MOULINS (44217_0190)
PAQUELAI, ,RTE DE LA PAQUELAIS (44209_0190),RTE DE LA PAQUELAIS (44217_0200) + CHE DE LA PAQUELAIS (44217_0220)
PUITS, ,CHE DU PUITS (44209_0238),CHEM DU PUITS (44217_0250)
VALLEE, ,IMP DE LA VALLEE (44209_0237),IMP DE LA VALLEE (44217_0370)
BARRE,0,LA BARRE (44209_B002),LA BARRE (44217_B017)
BLANC,0,LE PIGEON BLANC (44209_B152),LE PIGEON BLANC (44217_C323)
GUITTONN,0,LA GUITTONNAIS (44209_B093),LA GUITTONNAIS (44217_B640)
HOUSSAIS,0,LA HOUSSAIS (44209_B100),LA HOUSSAIS (44217_B663)
MUZON,0,LANDE DE MUZON (44209_B111),LANDE DE MUZON (44217_C328)
NOUETTE,0,LA NOUETTE (44209_B139),LA NOUETTE (44217_B801)
RENAUDIE,0,LA RENAUDIERE (44209_B160),LA RENAUDIERE (44217_C208)
RIVIERE,0,LA RIVIERE (44209_B162),LA RIVIERE (44217_C218)
TERTRE,0,LE TERTRE (44209_B175),LE TERTRE (44217_C275)
TERTREAU,0,LES TERTREAUX (44209_B176),LES TERTREAUX (44217_C278)
VERGER,0,LE VERGER (44209_B179),LE VERGER (44217_C290)
