mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44018_0005),AV DES ACACIAS (44020_0020) + RUE DES ACACIAS (44020_0040)
AUBEPINE, ,RUE DES AUBEPINES (44018_0009),IMP DES AUBEPINES (44020_0115)
BARRE, ,RTE DE LA BARRE (44018_0057),CHE DE LA BARRE (44020_0208)
BEAUVOIR, ,RUE SIMONE DE BEAUVOIR (44018_0372),RUE SIMONE DE BEAUVOIR (44020_3321)
BERTREUX, ,RUE EDMOND BERTREUX (44018_0033),RUE EDMOND BERTREUX (44020_1438)
BOUGUENA, ,RTE DE BOUGUENAIS (44018_0013),RTE DE BOUGUENAIS (44020_0620)
BRIAND, ,AV ARISTIDE BRIAND (44018_0356),RUE ARISTIDE BRIAND (44020_0100)
BRUNELLI, ,AV CHARLES BRUNELLIERE (44018_0032),RUE CHARLES BRUNELLIERE (44020_0989)
CABOTEUR, ,IMP DES CABOTEURS (44018_0023),RUE DES CABOTEURS (44020_0780)
CAMELIAS, ,ALL DES CAMELIAS (44018_0017),ALL DES CAMELIAS (44020_0830) + AV DES CAMELIAS (44020_0831)
CHAPELLE, ,ALL DE LA CHAPELLE (44018_0018),RUE DE LA CHAPELLE (44020_0980)
CHAPELLE, ,IMP DE LA CHAPELLE (44018_0021),RUE DE LA CHAPELLE (44020_0980)
CHATAIGN, ,RUE DE LA CHATAIGNERAIE (44018_0020),CHE DE LA CHATAIGNERAIE (44020_1000)
CHENAIE, ,ALL DE LA CHENAIE (44018_0026),RUE DE LA CHENAIE (44020_3609) + IMP DE LA CHENAIE (44020_3608)
ETIER, ,RUE DE L ETIER (44018_0042),IMP DE L ETIER (44020_1480)
FORET, ,RTE DE LA FORET (44018_0056),AV DE LA FORET (44020_1500) + CHE DE LA FORET (44020_1502)
FOULQUES, ,IMP DES FOULQUES (44018_0349),CHE DES FOULQUES (44020_1559)
GAGNERIE, ,RUE DE LA GAGNERIE (44018_0055),RUE DE LA GAGNERIE (44020_1576) + CHE DE LA GAGNERIE (44020_1575)
GALIMOND, ,CHE DE LA GALIMONDAINE (44018_0058),CHE DE LA GALIMONDAINE (44020_1582)
GALIMOND, ,IMP DE LA GALIMONDAINE (44018_0059),CHE DE LA GALIMONDAINE (44020_1582)
GENETS, ,ALL DES GENETS (44018_0084),RUE DES GENETS (44020_1622)
HORNIERS, ,AV DES CAP HORNIERS (44018_0022),RUE DES CAP HORNIERS (44020_0840)
JONQUILL, ,ALL DES JONQUILLES (44018_0090),AV DES JONQUILLES (44020_1870)
MAI, ,RUE DU HUIT MAI 1945 (44018_0089),RUE DU HUIT MAI 1945 (44020_1826)
MATS, ,IMP DES TROIS MATS (44018_0236),RUE DES TROIS MATS (44020_3210)
MOULIN, ,AV DU MOULIN (44018_0100),RUE DU MOULIN (44020_2220)
MOULIN, ,IMP DU MOULIN (44018_0350),RUE DU MOULIN (44020_2220)
NANTES, ,RTE DE NANTES (44018_0123),RUE DE NANTES (44020_2320)
NANTES, ,RUE DE NANTES (44018_0103),RUE DE NANTES (44020_2320)
PAIMBOEU, ,RTE DE PAIMBOEUF (44018_0115),RTE DE PAIMBOEUF (44020_2440)
PECHEURS, ,PL DES PECHEURS (44018_0130),RUE DES PECHEURS (44020_2600)
PIAF, ,PL EDITH PIAF (44018_0408),RUE EDITH PIAF (44020_1436)
PORNIC, ,RUE DE PORNIC (44018_0165),RTE DE PORNIC (44020_2800)
RIVE, ,CHE DE LA RIVE (44018_0180),IMP DE LA RIVE (44020_3272) + CHE DE LA RIVE (44020_2960)
ROSTAND, ,RUE JEAN ROSTAND (44018_0074),SQ JEAN ROSTAND (44020_1868)
SAULES, ,ALL DES SAULES (44018_0197),RUE DES SAULES (44020_3120)
SCHOELCH, ,RUE VICTOR SCHOELCHER (44018_0242),RPT VICTOR SCHOELCHER (44020_3342)
VERGER, ,CHEM DU VERGER (44018_0393),RUE DU VERGER (44020_3305)
VIAN, ,RUE BORIS VIAN (44018_0245),RUE BORIS VIAN (44020_0590)
FORET,0,LA FORET (44018_B069),LA FORET (44020_B140)
GALIMOND,0,LA GALIMONDAINE (44018_B073),LA GALIMONDAINE (44020_B150)
VERGER,0,LE VERGER (44018_B192),LE VERGER (44020_B310)
