mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44009_0007),RUE DES ACACIAS (44190_0002)
AJONCS, ,IMP DES AJONCS (44009_0008),RUE DES AJONCS (44190_0005)
AQUITAIN, ,RUE D AQUITAINE (44009_0009),RUE D AQUITAINE (44190_0042)
BOTTEREA, ,RTE DU LOROUX BOTTEREAU (44009_0048),RTE DU LOROUX BOTTEREAU (44190_0775)
BOUVREUI, ,SQ DES BOUVREUILS (44009_0021),RUE DES BOUVREUILS (44190_0203)
BRASSENS, ,RUE GEORGES BRASSENS (44009_0156),RUE GEORGES BRASSENS (44190_0568)
BREL, ,IMP JACQUES BREL (44009_0176),RUE JACQUES BREL (44190_0706)
BRETAGNE, ,RUE DE BRETAGNE (44009_0023),RUE DE BRETAGNE (44190_0205)
CEDRES, ,RUE DES CEDRES (44009_0225),RUE DES CEDRES (44190_0243)
CHARMES, ,RUE DES CHARMES (44009_0064),RUE DES CHARMES (44190_0272)
CHATEAU, ,IMP DU CHATEAU (44009_0317),RUE DU CHATEAU (44190_0277)
CLISSON, ,RTE DE CLISSON (44009_0226),RTE DE CLISSON (44190_0310)
CURIE, ,IMP MARIE CURIE (44009_0320),RUE MARIE CURIE (44190_0831)
CURIE, ,RUE MARIE CURIE (44009_0321),RUE MARIE CURIE (44190_0831)
ERABLES, ,RUE DES ERABLES (44009_0216),RUE DES ERABLES (44190_0466)
GAULLE, ,RUE DU GENERAL DE GAULLE (44009_0202),RUE DU GENERAL DE GAULLE (44190_0540)
LILAS, ,RUE DES LILAS (44009_0047),RUE DES LILAS (44190_0772)
LOIRE, ,BD DE LA LOIRE (44009_0051),RUE DE LA LOIRE (44190_0773)
MAGELLAN, ,RUE MAGELLAN (44009_0208),IMP MAGELLAN (44190_0816)
MARAICHE, ,RUE DES MARAICHERS (44009_0061),ALL DES MARAICHERS (44190_0824)
MESANGES, ,SQ DES MESANGES (44009_0079),RUE DES MESANGES (44190_0852)
MUGUET, ,IMP DU MUGUET (44009_0078),RUE DU MUGUET (44190_0940)
ONCHERES, ,RUE DES ONCHERES (44009_0085),RUE DES ONCHERES (44190_0953)
ORMES, ,AV DES ORMES (44009_0086),RUE DES ORMES (44190_0954)
PEUPLIER, ,RUE DES PEUPLIERS (44009_0113),IMP DES PEUPLIERS (44190_1077) + RUE DES PEUPLIERS (44190_1079)
PLANTES, ,RUE DES PLANTES (44009_0680),RUE DES PLANTES (44190_1080)
POITOU, ,RUE DU POITOU (44009_0091),RUE DU POITOU (44190_1095)
PROVENCE, ,RUE DE PROVENCE (44009_0095),RUE DE PROVENCE (44190_1165)
RAVEL, ,RUE MAURICE RAVEL (44009_0065),RUE MAURICE RAVEL (44190_0844)
SAULES, ,RUE DES SAULES (44009_0122),RUE DES SAULES (44190_1233)
SOURCE, ,IMP DE LA SOURCE (44009_0211),PAS DE LA SOURCE (44190_1271)
SOURCE, ,RUE DE LA SOURCE (44009_0121),PAS DE LA SOURCE (44190_1271)
VENDEE, ,RUE DE LA VENDEE (44009_0138),RUE DE LA VENDEE (44190_1319)
VERNE, ,RUE JULES VERNE (44009_0280),AV JULES VERNE (44190_0737)
LANDES,0,LE PORTEREAU DES LANDES (44009_B334),LE PORTEREAU DES LANDES (44190_B047)
