mot_commun,ld,nom,homonymes
ACACIAS, ,IMP DES ACACIAS (44007_0006),RUE DES ACACIAS (44057_0001)
CHATAIGN, ,IMP DES CHATAIGNIERS (44007_0038),RUE DES CHATAIGNIERS (44057_0017)
REDON, ,RUE DE REDON (44007_0179),RTE DE REDON (44057_0100)
TERTRE, ,IMP DU TERTRE (44007_0200),RUE DU TERTRE (44057_0129)
AIR,0,BEL AIR (44007_B031),BEL AIR (44057_B090)
BELLEVUE,0,BELLEVUE (44007_B034),BELLEVUE (44057_B092)
BIGNON,0,LE BIGNON (44007_B040),LE BIGNON (44057_B099)
BOIS,0,LE PETIT BOIS (44007_B630),LE PETIT BOIS (44057_B713)
BOURG,0,LE BOURG (44007_B072),LE BOURG (44057_B229)
BROUSSAI,0,LE BROUSSAIS (44007_B077),LE BROUSSAIS (44057_B234)
CHATAIGN,0,LA CHATAIGNERAIE (44007_B111),LA CHATAIGNERAIE (44057_B279)
FOUR,0,CLOS DU FOUR (44007_B139),CLOS DU FOUR (44057_B344)
GREE,0,LA GREE (44007_B295),LA GREE (44057_B498)
NOE,0,LA NOE (44007_B411),LA NOE (44057_B660)
NOUETTE,0,LA NOUETTE (44007_B414),LA NOUETTE (44057_B672)
NOYER,0,LE NOYER (44007_B416),LE NOYER (44057_B674)
PENHOUET,0,PENHOUET (44007_B435),PENHOUET (44057_B705)
PERRAIS,0,LE PERRAIS (44007_B436),LE PERRAIS (44057_B709)
POMMERAI,0,LA POMMERAIE (44007_B461),LA POMMERAIE (44057_B728)
ROCHELLE,0,LA ROCHELLE (44007_B551),LA ROCHELLE (44057_B851)
