mot_commun,ld,nom,homonymes
CHENES, ,CHE DES CHENES (44076_0571),RUE DES CHENES (44086_0150)
AIR,0,BEL AIR (44076_B026),BEL AIR (44086_B036)
BOURG,0,LA RUE DU BOURG (44076_B949),LA RUE DU BOURG (44086_C280)
BOURG,0,LE BOURG (44076_B064),LE BOURG (44086_B088)
BUTTE,0,LA BUTTE (44076_C140),LA BUTTE (44086_B104)
CHANTELO,0,CHANTELOUP (44076_B122),CHANTELOUP (44086_B166)
CHESNEAU,0,LE CHESNEAU (44076_B158),LE CHESNEAU (44086_C391)
CROIX,0,LA CROIX (44076_B225),LA CROIX (44086_C399)
GALOTIER,0,LA GALOTIERE (44076_B306),LA GALOTIERE (44086_B463)
GRENETTE,0,LA GRENETTERIE (44076_B367),LA GRENETTERIE (44086_B547)
PATIS,0,LE PATIS (44076_B501),LE PATIS (44086_B706)
RIVIERES,0,LES RIVIERES (44076_B941),LES RIVIERES (44086_C269)
ROCHER,0,LE ROCHER (44076_B943),LE ROCHER (44086_C273)
