mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44009_0007),AV DES ACACIAS (44215_0010)
AJONCS, ,IMP DES AJONCS (44009_0008),AV DES AJONCS (44215_0019) + IMP DES AJONCS (44215_0020)
ANJOU, ,RUE D ANJOU (44009_0010),RUE D ANJOU (44215_0053)
BEAUVOIR, ,RUE SIMONE DE BEAUVOIR (44009_0348),ALL SIMONE DE BEAUVOIR (44215_2055)
BOIS, ,RUE DU PETIT BOIS (44009_0159),RUE DU PETIT BOIS (44215_1402)
BRASSENS, ,RUE GEORGES BRASSENS (44009_0156),IMP GEORGES BRASSENS (44215_0313) + RUE GEORGES BRASSENS (44215_0312)
BREL, ,IMP JACQUES BREL (44009_0176),RUE JACQUES BREL (44215_0314)
BRETAGNE, ,RUE DE BRETAGNE (44009_0023),RUE DE BRETAGNE (44215_0315)
BUISSONS, ,RUE DES BUISSONS (44009_0213),AV DES BUISSONS (44215_0365)
CALVAIRE, ,IMP DU CALVAIRE (44009_0166),PL DU CALVAIRE (44215_0392) + RUE DU CALVAIRE (44215_0391)
CASSARDI, ,RUE DE LA CASSARDIERE (44009_0025),RUE DE LA CASSARDIERE (44215_0409) + IMP DE LA CASSARDIERE (44215_0407)
CEDRES, ,RUE DES CEDRES (44009_0225),RUE DES CEDRES (44215_0413)
CHATAIGN, ,RUE DE LA CHATAIGNERAIE (44009_0168),RUE DE LA CHATAIGNERAIE (44215_0425)
CHAUMIER, ,RUE DE LA CHAUMIERE (44009_0006),AV DE LA CHAUMIERE (44215_0440)
CHESNAIE, ,IMP DE LA CHESNAIE (44009_0167),RUE DE LA CHESNAIE (44215_0471)
CHESNAIE, ,RUE DE LA CHESNAIE (44009_0147),RUE DE LA CHESNAIE (44215_0471)
CLAIRIER, ,RUE DE LA CLAIRIERE (44009_0212),IMP DE LA CLAIRIERE (44215_0529)
CLISSON, ,RTE DE CLISSON (44009_0226),RTE DE CLISSON (44215_0540)
CURIE, ,IMP MARIE CURIE (44009_0320),RUE MARIE CURIE (44215_1990)
CURIE, ,RUE MARIE CURIE (44009_0321),RUE MARIE CURIE (44215_1990)
ECLUSE, ,RUE DE L ECLUSE (44009_0029),CHE DE L ECLUSE (44215_0637)
FORGE, ,PAS DE LA FORGE (44009_0139),RUE DE LA FORGE (44215_0688)
FRANCE, ,RUE DE L ILE DE FRANCE (44009_0038),RUE DE L ILE DE FRANCE (44215_1023)
GAULLE, ,RUE DU GENERAL DE GAULLE (44009_0202),RUE DU GENERAL DE GAULLE (44215_0793)
HELVELLE, ,RUE DES HELVELLES (44009_0224),RUE DES HELVELLES (44215_0224)
HIPPODRO, ,RUE DE L HIPPODROME (44009_0217),ALL DE L HIPPODROME (44215_1013)
LILAS, ,RUE DES LILAS (44009_0047),IMP DES LILAS (44215_1114)
MARAICHE, ,RUE DES MARAICHERS (44009_0061),AV DES MARAICHERS (44215_1130)
MESANGES, ,SQ DES MESANGES (44009_0079),RUE DES MESANGES (44215_1148)
MOULIN, ,IMP DU MOULIN (44009_0072),RUE DU MOULIN (44215_1220)
MOULIN, ,RUE DU MOULIN (44009_0067),RUE DU MOULIN (44215_1220)
MUGUET, ,IMP DU MUGUET (44009_0078),AV DU MUGUET (44215_1238)
NOUELLES, ,AV DES NOUELLES (44009_0082),AV DES NOUELLES (44215_1295) + RPT DES NOUELLES (44215_1297)
NOUELLES, ,IMP DES NOUELLES (44009_0083),AV DES NOUELLES (44215_1295) + RPT DES NOUELLES (44215_1297)
ONCHERES, ,RUE DES ONCHERES (44009_0085),RUE DES ONCHERES (44215_1306)
ORMES, ,AV DES ORMES (44009_0086),RUE DES ORMES (44215_1312)
PEUPLIER, ,RUE DES PEUPLIERS (44009_0113),RUE DES PEUPLIERS (44215_1406)
PLANTES, ,RUE DES PLANTES (44009_0680),RUE DES PLANTES (44215_1434)
PLEE, ,ALL DE LA PLEE (44009_0163),RUE DE LA PLEE (44215_1431)
PLEE, ,PAS DE LA PLEE (44009_0160),RUE DE LA PLEE (44215_1431)
POITOU, ,RUE DU POITOU (44009_0091),RUE DU POITOU (44215_1465)
PORT, ,PLA DU PORT (44009_0690),RUE DU PORT (44215_1478)
PORT, ,RUE DU PORT (44009_0162),RUE DU PORT (44215_1478)
POSTE, ,RUE DE LA POSTE (44009_0161),RUE DE LA POSTE (44215_1505) + PLA DE LA POSTE (44215_1499)
PRESSOIR, ,RUE DU PRESSOIR (44009_0081),RUE DU PRESSOIR (44215_1513)
PROVENCE, ,RUE DE PROVENCE (44009_0095),ALL DE PROVENCE (44215_1524)
RAVEL, ,RUE MAURICE RAVEL (44009_0065),RUE MAURICE RAVEL (44215_1164)
ROCHER, ,PAS DU ROCHER (44009_0124),RUE DU ROCHER (44215_1569)
SAND, ,RUE GEORGE SAND (44009_0710),RUE GEORGE SAND (44215_1955)
SARMENTS, ,RUE DES SARMENTS (44009_0550),RUE DES SARMENTS (44215_2050)
SAULES, ,RUE DES SAULES (44009_0122),RUE DES SAULES (44215_1621)
SOURCE, ,IMP DE LA SOURCE (44009_0211),IMP DE LA SOURCE (44215_1646)
SOURCE, ,RUE DE LA SOURCE (44009_0121),IMP DE LA SOURCE (44215_1646)
TREILLES, ,RUE DES TREILLES (44009_0560),AV DES TREILLES (44215_1700)
CHENAIE,0,LA CHENAIE (44009_B058),LA CHENAIE (44215_B081)
GARE,0,LA GARE (44009_B098),LA GARE (44215_B146)
GRAMMOIR,0,LA HAUTE GRAMMOIRE (44009_B134),LA HAUTE GRAMMOIRE (44215_B200)
PREE,0,LA PREE (44009_B271),LA PREE (44215_B331)
