mot_commun,ld,nom,homonymes
ANNE, ,RUE SAINTE ANNE (44093_0012),SAINTE ANNE (44134_B816)
MAIRIE, ,RUE DE LA MAIRIE (44093_0006),RUE DE LA MAIRIE (44134_0075)
SOLEIL, ,IMP BEAU SOLEIL (44093_0015),BEAU SOLEIL (44134_B025)
ANNE,0,SAINTE ANNE (44093_C319),SAINTE ANNE (44134_B816)
BERNARDI,0,LA BERNARDIERE (44093_B040),LA BERNARDIERE (44134_B036)
BOURG,0,LE BOURG (44093_B077),LE BOURG (44134_B048)
BROSSAIS,0,LE BROSSAIS (44093_B085),LE BROSSAIS (44134_B055)
BRUYERE,0,LA BRUYERE (44093_B089),LA BRUYERE (44134_B059)
GARENNE,0,LA GARENNE (44093_B465),LA GARENNE (44134_B304)
GREE,0,LA GREE (44093_B558),LA GREE (44134_B349)
LANDES,0,LES LANDES (44093_B697),LES LANDES (44134_B899)
LANDREAU,0,LE LANDREAU (44093_B699),LE LANDREAU (44134_B456)
NEUVE,0,LA MAISON NEUVE (44093_B714),LA MAISON NEUVE (44134_B466)
NOUE,0,LA NOUE (44093_B761),LA NOUE (44134_B487)
VUE,0,BELLE VUE (44093_B035),BELLE VUE (44134_B892)
