mot_commun,ld,nom,homonymes
ACACIAS, ,AV DES ACACIAS (44047_0005),PL DES ACACIAS (44166_0040)
AIR, ,RUE DE BEL AIR (44047_0255),RUE DE BEL AIR (44166_0077)
BOIS, ,ALL DU BOIS (44047_0312),RUE DU BOIS (44166_0110)
BUISSON, ,RUE FERDINAND BUISSON (44047_0900),RUE FERDINAND BUISSON (44166_0421)
COULEE, ,IMP DE LA COULEE (44047_0719),CHE DE LA COULEE (44166_0268)
EGALITE, ,RUE DE L EGALITE (44047_0820),RUE DE L EGALITE (44166_0380)
FONTAINE, ,IMP DE LA FONTAINE (44047_0918),RUE DE LA FONTAINE (44166_0440)
FORGERON, ,RUE DES FORGERONS (44047_0925),IMP DES FORGERONS (44166_0450)
FRANCE, ,RUE PIERRE MENDES FRANCE (44047_1821),RUE PIERRE MENDES FRANCE (44166_0910)
FRATERNI, ,RUE DE LA FRATERNITE (44047_0950),RUE DE LA FRATERNITE (44166_0460)
GAULLE, ,PL CHARLES DE GAULLE (44047_0575),RUE CHARLES DE GAULLE (44166_0155)
JAURES, ,RUE JEAN JAURES (44047_1240),RUE JEAN JAURES (44166_0602)
LIBERTE, ,RUE DE LA LIBERTE (44047_1358),PL DE LA LIBERTE (44166_0660)
LILAS, ,IMP DES LILAS (44047_1362),RUE DES LILAS (44166_0670)
MARRONNI, ,AV DES MARRONNIERS (44047_1465),IMP DES MARRONNIERS (44166_0732)
METAIRIE, ,LOT DE LA METAIRIE (44047_A086),RUE DE LA METAIRIE (44166_0740)
METAIRIE, ,RUE DE LA METAIRIE (44047_1513),RUE DE LA METAIRIE (44166_0740)
MOULIN, ,ALL DU MOULIN (44047_1568),RUE DU MOULIN (44166_0760)
PAIX, ,RUE DE LA PAIX (44047_1710),RUE DE LA PAIX (44166_0860)
PINS, ,RUE DES PINS (44047_1861),IMP DES PINS (44166_0914)
POIRIERS, ,IMP DES POIRIERS (44047_1881),IMP DES POIRIERS (44166_0918)
PRIMEVER, ,IMP DES PRIMEVERES (44047_1974),RUE DES PRIMEVERES (44166_1000) + IMP DES PRIMEVERES (44166_0999)
PRIMEVER, ,RUE DES PRIMEVERES (44047_1975),RUE DES PRIMEVERES (44166_1000) + IMP DES PRIMEVERES (44166_0999)
REPUBLIQ, ,RUE DE LA REPUBLIQUE (44047_2030),PL DE LA REPUBLIQUE (44166_1060)
RIVIERE, ,IMP DE LA RIVIERE (44047_2039),RUE DE LA RIVIERE (44166_1140)
STADE, ,LOT DU STADE (44047_A162),IMP DU STADE (44166_1168) + RUE DU STADE (44166_1170)
STADE, ,RUE DU STADE (44047_2227),RUE DU STADE (44166_1170) + IMP DU STADE (44166_1168)
VERGER, ,ALL DU VERGER (44047_2315),RUE DU VERGER (44166_1190)
VERGER, ,IMP DU VERGER (44047_2316),RUE DU VERGER (44166_1190)
VIGNES, ,CHE DES VIGNES (44047_2355),CHEM DES VIGNES (44166_1199)
VIGNES, ,RUE DES VIGNES (44047_2356),CHEM DES VIGNES (44166_1199)
BOURG,0,LE BOURG (44047_B052),LE BOURG (44166_B031)
COMBE,0,LA COMBE (44047_B086),LA COMBE (44166_B058)
LANDAS,0,LE LANDAS (44047_B167),LE LANDAS (44166_B128)
MORTIER,0,LE MORTIER (44047_B197),LE MORTIER (44166_B146)
PARADIS,0,LE PARADIS (44047_B226),LE PARADIS (44166_B175)
PLESSIS,0,LE PLESSIS (44047_B247),LE PLESSIS (44166_B206)
RIVIERE,0,LA RIVIERE (44047_B276),LA RIVIERE (44166_B254)
