mot_commun,ld,nom,homonymes
COUGOU, ,RTE DU COUGOU (44068_0052),RTE DU COUGOU (44161_0055)
QUILLY, ,RTE DE QUILLY (44068_0058),RTE DE QUILLY (44161_0340)
AIR,0,BEL AIR (44068_B014),BEL AIR (44161_B023)
BELLEVUE,0,BELLEVUE (44068_B019),BELLEVUE (44161_B026)
BIGNON,0,LE BIGNON (44068_B022),LE BIGNON (44161_B029)
BOURG,0,LE BOURG (44068_B043),LE BOURG (44161_B103)
CHATAIGN,0,LA CHATAIGNERAIE (44068_B071),LA CHATAIGNERAIE (44161_B159)
CLOS,0,LE CLOS (44068_B075),LE CLOS (44161_B182)
COULEE,0,LA COULEE (44068_B096),LA COULEE (44161_B279)
FOURNEAU,0,LES FOURNEAUX (44068_B122),LES FOURNEAUX (44161_B346)
GERMAINE,0,SAINTE GERMAINE (44068_B288),SAINTE GERMAINE (44161_B862)
GREE,0,LA GREE (44068_B135),LA GREE (44161_B387)
JACQUES,0,SAINT JACQUES (44068_B282),SAINT JACQUES (44161_B855)
MORTIERS,0,LES MORTIERS (44068_B215),LES MORTIERS (44161_B492)
NOE,0,LA NOE (44068_B226),LA NOE (44161_B499)
PARC,0,LE PARC (44068_B237),LE PARC (44161_B505)
PAUL,0,SAINT PAUL (44068_B286),SAINT PAUL (44161_B861)
ROUGE,0,LA CROIX ROUGE (44068_B107),LA CROIX ROUGE (44161_B303)
