mot_commun,ld,nom,homonymes
ACACIAS, ,AV DES ACACIAS (44020_0020),RUE DES ACACIAS (44024_0023)
ACACIAS, ,RUE DES ACACIAS (44020_0040),RUE DES ACACIAS (44024_0023)
BELLEVUE, ,RUE DE BELLEVUE (44020_0500),RPT DE BELLEVUE (44024_0082)
CHAMPS, ,CHE DES CHAMPS (44020_0940),RTE DES CHAMPS (44024_0127)
EGLISE, ,PL DE L EGLISE (44020_1440),PL DE L EGLISE (44024_0040)
FORGE, ,CHE DE LA FORGE (44020_1540),PL DE LA FORGE (44024_0128)
FORGE, ,COUR DE LA FORGE (44020_1520),PL DE LA FORGE (44024_0128)
JONQUILL, ,AV DES JONQUILLES (44020_1870),RUE DES JONQUILLES (44024_0044)
RUISSEAU, ,CHE DU RUISSEAU (44020_3060),CHEM DU RUISSEAU (44024_0123)
VERNE, ,RUE JULES VERNE (44020_1880),IMP JULES VERNE (44024_0078) + RUE JULES VERNE (44024_0045)
CARTRON,0,LE PETIT CARTRON (44020_B244),LE PETIT CARTRON (44024_B202)
