mot_commun,ld,nom,homonymes
ADER, ,RUE CLEMENT ADER (44020_1130),RUE CLEMENT ADER (44150_0028)
BAUCHES, ,RUE DES BAUCHES (44020_0340),RTE DES BAUCHES (44150_0010)
CIMETIER, ,IMP DU CIMETIERE (44020_1120),ALL DU CIMETIERE (44150_0704)
CIMETIER, ,RUE DU CIMETIERE (44020_1100),ALL DU CIMETIERE (44150_0704)
EGLISE, ,PL DE L EGLISE (44020_1440),PL DE L EGLISE (44150_0055)
FORET, ,AV DE LA FORET (44020_1500),RTE DE LA FORET (44150_0062) + AV DE LA FORET (44150_0060)
FORET, ,CHE DE LA FORET (44020_1502),RTE DE LA FORET (44150_0062) + AV DE LA FORET (44150_0060)
GAGNERIE, ,CHE DE LA GAGNERIE (44020_1575),RTE DE LA GAGNERIE (44150_0064)
GAGNERIE, ,RUE DE LA GAGNERIE (44020_1576),RTE DE LA GAGNERIE (44150_0064)
LANDES, ,CHE DES LANDES (44020_1920),RTE DES LANDES (44150_0117)
LANDES, ,RUE DES LANDES (44020_1940),RTE DES LANDES (44150_0117)
MOUCHOTT, ,RUE RENE MOUCHOTTE (44020_2939),AV RENE MOUCHOTTE (44150_0217)
RINIERE, ,CHE DE LA RINIERE (44020_3054),RTE DE LA RINIERE (44150_0255)
BOUGON,0,CHATEAU BOUGON (44020_B077),CHATEAU BOUGON (44150_B095)
CHATELIE,0,LE CHATELIER (44020_B078),LE CHATELIER (44150_B097)
