mot_commun,ld,nom,homonymes
CAMELIAS, ,ALL DES CAMELIAS (44120_0145),AV DES CAMELIAS (44158_0208)
CHATEAU, ,RUE DU CHATEAU (44120_0180),RUE DU CHATEAU (44158_0295) + AV DU CHATEAU (44158_0294)
CHOPIN, ,RUE FREDERIC CHOPIN (44120_0458),RUE FREDERIC CHOPIN (44158_0512)
EGLISE, ,PL DE L EGLISE (44120_0378),PL DE L EGLISE (44158_0440)
EGLISE, ,RUE DE L EGLISE (44120_0380),PL DE L EGLISE (44158_0440)
JEAN, ,RUE ST JEAN (44120_0925),LOT ST JEAN (44158_A002)
JONQUILL, ,ALL DES JONQUILLES (44120_0614),RUE DES JONQUILLES (44158_0787)
LILAS, ,ALL DES LILAS (44120_0660),CHE DES LILAS (44158_0925)
MAIRIE, ,PL DE LA MAIRIE (44120_0680),PL DE LA MAIRIE (44158_0980)
NANTES, ,RTE DE NANTES (44120_0720),RUE DE NANTES (44158_1220) + RTE DE NANTES (44158_1240)
PAIX, ,ALL DE LA PAIX (44120_0729),RUE DE LA PAIX (44158_1280)
PAIX, ,RUE DE LA PAIX (44120_0730),RUE DE LA PAIX (44158_1280)
PAVILLON, ,LE PAVILLON (44120_0731),LE PAVILLON (44158_B846)
PRIMEVER, ,ALL DES PRIMEVERES (44120_0845),RUE DES PRIMEVERES (44158_1332)
SPORTS, ,LOT DES SPORTS (44120_A123),AV DES SPORTS (44158_1520)
VILLENEU, ,CHEM DE VILLENEUVE (44120_0941),BD DE VILLENEUVE (44158_1640)
VILLENEU, ,RTE DE VILLENEUVE (44120_0940),BD DE VILLENEUVE (44158_1640)
VILLENEU, ,RUE DE VILLENEUVE (44120_0942),BD DE VILLENEUVE (44158_1640)
BELLEVUE,0,BELLEVUE (44120_B040),BELLEVUE (44158_B063)
CHATAIGN,0,LA CHATAIGNERAIE (44120_B093),LA CHATAIGNERAIE (44158_B218)
CLOS,0,LE GRAND CLOS (44120_B247),LE GRAND CLOS (44158_B516)
ROCHER,0,LE ROCHER (44120_B682),LE ROCHER (44158_C174)
TOUCHE,0,LA TOUCHE (44120_B714),LA TOUCHE (44158_C243)
VILLENEU,0,VILLENEUVE (44120_B739),VILLENEUVE (44158_C311)
