mot_commun,ld,nom,homonymes
CHENES, ,ALL DES CHENES (44075_0342),RUE DES CHENES (44085_0145)
EGLISE, ,PL DE L EGLISE (44075_0470),PL DE L EGLISE (44085_0170)
FRENES, ,ALL DES FRENES (44075_0545),RUE DES FRENES (44085_0181)
GARE, ,RUE DE LA GARE (44075_0570),RUE DE LA GARE (44085_0191)
JOSEPH, ,RUE SAINT JOSEPH (44075_1005),RUE SAINT JOSEPH (44085_0268)
TILLEULS, ,RUE DES TILLEULS (44075_1015),RUE DES TILLEULS (44085_0273)
FRICHES,0,LES FRICHES (44075_B326),LES FRICHES (44085_B446)
GREE,0,LA GREE (44075_B393),LA GREE (44085_C187)
GRISES,0,LES ROCHES GRISES (44075_B992),LES ROCHES GRISES (44085_B973)
MORTIER,0,LE MORTIER (44075_B528),LE MORTIER (44085_B806)
