mot_commun,ld,nom,homonymes
CHATAIGN, ,CHE DE LA CHATAIGNERAIE (44113_0580),RUE DE LA CHATAIGNERAIE (44208_0079)
CHENES, ,RUE DES CHENES (44113_0626),IMP DES CHENES (44208_0110)
LILAS, ,ALL DES LILAS (44113_1410),IMP DES LILAS (44208_0270)
AIR,0,BEL AIR (44113_B031),BEL AIR (44208_B011)
BELLEVUE,0,BELLEVUE (44113_B035),BELLEVUE (44208_B012)
BROSSAIS,0,LE BROSSAIS (44113_B123),LE BROSSAIS (44208_B039)
INDE,0,LE PONT D INDE (44113_B589),LE PONT D INDE (44208_B338)
MARIE,0,SAINTE MARIE (44113_B776),SAINTE MARIE (44208_B426)
NEUVE,0,LA MAISON NEUVE (44113_B403),LA MAISON NEUVE (44208_B251)
PERRAY,0,LE PERRAY (44113_B461),LE PERRAY (44208_B281)
VALLEES,0,LES VALLEES (44113_B843),LES VALLEES (44208_B447)
