mot_commun,ld,nom,homonymes
ABATTOIR, ,CHE DE L ABATTOIR (44131_0020),CHE DE L ABATTOIR (44136_0020)
ACACIAS, ,ALL DES ACACIAS (44131_0027),RUE DES ACACIAS (44136_2111)
ANNE, ,ESC SAINTE ANNE (44131_4337),PL SAINTE ANNE (44136_2162)
ANNE, ,RUE SAINTE ANNE (44131_4340),PL SAINTE ANNE (44136_2162)
COLONIE, ,RUE DE LA COLONIE (44131_0894),RUE DE LA COLONIE (44136_0873)
FOUGERES, ,IMP DES FOUGERES (44131_1370),CHE DES FOUGERES (44136_0966)
JARDINS, ,RUE DES JARDINS (44131_1840),RUE DES JARDINS (44136_1201) + IMP DES JARDINS (44136_1210)
MAIRIE, ,PL DE LA MAIRIE (44131_2421),RUE DE LA MAIRIE (44136_1250)
MAIRIE, ,RUE DE LA MAIRIE (44131_2400),RUE DE LA MAIRIE (44136_1250)
MIMOSAS, ,RUE DES MIMOSAS (44131_2820),RUE DES MIMOSAS (44136_1392)
MOULIN, ,RUE DU MOULIN (44131_3000),IMP DU MOULIN (44136_1391) + RUE DU MOULIN (44136_1390)
ROSES, ,RUE DES ROSES (44131_4250),RUE DES ROSES (44136_2040)
SABLES, ,RUE DES SABLES (44131_4280),CHE DES SABLES (44136_2104)
VERTS, ,ALL DES CHENES VERTS (44131_0880),RUE DES CHENES VERTS (44136_0928)
VERTS, ,RUE DES PRES VERTS (44131_3902),CHE DES PRES VERTS (44136_1860)
ETANG,0,L ETANG (44131_B470),L ETANG (44136_B050)
GARE,0,LA GARE (44131_B532),LA GARE (44136_B133)
RUAUD,0,LE RUAUD (44131_C686),LE RUAUD (44136_B115)
