mot_commun,ld,nom,homonymes
BASTILLE, ,RTE DE LA BASTILLE (44183_0017),RUE DE LA BASTILLE (44211_0080)
BELLEVUE, ,LOT DE BELLEVUE (44183_A001),RUE DE BELLEVUE (44211_0153)
BLANC, ,RUE DU PAYS BLANC (44183_0320),AV DU PAYS BLANC (44211_0710)
CALVAIRE, ,RUE DU CALVAIRE (44183_0045),RUE DU CALVAIRE (44211_0180)
ETANG, ,RUE DE L ETANG (44183_0140),RUE DE L ETANG (44211_0278)
FALAISE, ,CHE DE LA FALAISE (44183_0144),RUE DE LA FALAISE (44211_0280)
GENETS, ,RUE DES GENETS (44183_0200),RUE DES GENETS (44211_0404)
LANDES, ,RUE DES LANDES (44183_0240),CHE DES LANDES (44211_0543)
OCEAN, ,RUE DE L OCEAN (44183_0300),AV DE L OCEAN (44211_0630)
BARONNER,0,LA BARONNERIE (44183_B003),LA BARONNERIE (44211_B002)
BOURG,0,LE BOURG (44183_B024),LE BOURG (44211_B008)
