mot_commun,ld,nom,homonymes
BREVIN, ,RTE DE SAINT BREVIN (44182_2400),RTE DE SAINT BREVIN (44187_0530)
CHAUVE, ,RTE DE CHAUVE (44182_0320),RTE DE CHAUVE (44187_0080)
EGLISE, ,PL DE L EGLISE (44182_0700),PL DE L EGLISE (44187_0160)
FRENES, ,RUE DES FRENES (44182_0805),IMP DES FRENES (44187_0185)
GARE, ,PL DE LA GARE (44182_0820),RUE DE LA GARE (44187_0200)
LEVEE, ,RUE PIERRE LEVEE (44182_1585),PIERRE LEVEE (44187_C587)
LILAS, ,RUE DES LILAS (44182_1130),RUE DES LILAS (44187_0275)
MARCHE, ,RUE DU MARCHE (44182_1252),PL DU MARCHE (44187_0300)
MIMOSAS, ,AV DES MIMOSAS (44182_1270),RUE DES MIMOSAS (44187_0310)
NANTES, ,AV DE NANTES (44182_1360),RUE DE NANTES (44187_0331) + RTE DE NANTES (44187_0332)
ORMEAUX, ,IMP DES ORMEAUX (44182_1467),RUE DES ORMEAUX (44187_0375)
PORNIC, ,RUE DE PORNIC (44182_1759),RUE DE PORNIC (44187_0420)
SPORTS, ,AV DES SPORTS (44182_2600),RUE DES SPORTS (44187_0610)
VERTS, ,AV DES CHENES VERTS (44182_0380),ALL DES CHENES VERTS (44187_0130)
BOURG,0,LE BOURG (44182_B023),LE BOURG (44187_B126)
BRUYERES,0,LES BRUYERES (44182_B028),LES BRUYERES (44187_B154)
JARDINET,0,LE JARDINET (44182_B116),LE JARDINET (44187_B750)
MORINIER,0,LA MORINIERE (44182_B147),LA MORINIERE (44187_B940)
