mot_commun,ld,nom,homonymes
AZALEES, ,IMP DES AZALEES (44047_0181),ALL DES AZALEES (44158_0132)
BIZET, ,RUE GEORGES BIZET (44047_1028),RUE GEORGES BIZET (44158_0593)
BOSSIS, ,CITE LE BOSSIS (44047_A036),LE BOSSIS (44158_B131)
BOTREL, ,RUE THEODORE BOTREL (44047_2285),RUE THEODORE BOTREL (44158_1564)
BRIAND, ,PL ARISTIDE BRIAND (44047_0090),RUE ARISTIDE BRIAND (44158_0120)
CAMELIAS, ,RUE DES CAMELIAS (44047_0454),AV DES CAMELIAS (44158_0208)
CHOPIN, ,RUE FREDERIC CHOPIN (44047_0955),RUE FREDERIC CHOPIN (44158_0512)
COTEAU, ,RUE DU COTEAU (44047_0715),RUE DU COTEAU (44158_0396)
GARE, ,CITE DE LA GARE (44047_A070),RUE DE LA GARE (44158_0520)
GARE, ,RTE DE LA GARE (44047_1000),RUE DE LA GARE (44158_0520)
GARE, ,RUE DE LA GARE (44047_1001),RUE DE LA GARE (44158_0520)
LAMARTIN, ,RUE LAMARTINE (44047_1310),IMP LAMARTINE (44158_0858) + RUE LAMARTINE (44158_0860)
LIBERATI, ,BD DE LA LIBERATION (44047_1356),BD DE LA LIBERATION (44158_0920)
LIBERATI, ,PASS DE LA LIBERATION (44047_1357),BD DE LA LIBERATION (44158_0920)
LILAS, ,IMP DES LILAS (44047_1362),CHE DES LILAS (44158_0925)
MARAIS, ,RUE DU MARAIS (44047_1395),RUE DU MARAIS (44158_1020)
NANTES, ,RTE DE NANTES (44047_1595),RTE DE NANTES (44158_1240) + RUE DE NANTES (44158_1220)
PAIX, ,RUE DE LA PAIX (44047_1710),RUE DE LA PAIX (44158_1280)
PARC, ,IMP LE PARC (44047_1741),LE PARC (44158_B819)
PASTEUR, ,RUE PASTEUR (44047_1770),RUE PASTEUR (44158_1300)
PREVERT, ,RUE JACQUES PREVERT (44047_1219),IMP JACQUES PREVERT (44158_1334)
PRIMEVER, ,IMP DES PRIMEVERES (44047_1974),RUE DES PRIMEVERES (44158_1332)
PRIMEVER, ,RUE DES PRIMEVERES (44047_1975),RUE DES PRIMEVERES (44158_1332)
SAULES, ,AV DES SAULES (44047_2185),RUE DES SAULES (44158_1450)
SILLON, ,RUE DU SILLON (44047_2209),RUE DU SILLON (44158_1480)
SOLEIL, ,IMP BEAU SOLEIL (44047_0231),BEAU SOLEIL (44158_B055)
SPORTS, ,ALL DES SPORTS (44047_2225),AV DES SPORTS (44158_1520)
VANNES, ,RTE DE VANNES (44047_2305),RTE DE VANNES (44158_1594)
VERDUN, ,RUE DE VERDUN (44047_2310),BD DE VERDUN (44158_1600)
VERNE, ,RUE JULES VERNE (44047_1285),RUE JULES VERNE (44158_0800)
AIR,0,BEL AIR (44047_B024),BEL AIR (44158_B062)
ALLAIS,0,LA NOE ALLAIS (44047_B211),LA NOE ALLAIS (44158_B787)
ANGLE,0,L ANGLE (44047_B315),L ANGLE (44158_B010)
BABINIER,0,LA BABINIERE (44047_B008),LA BABINIERE (44158_B022)
BEAULIEU,0,BEAULIEU (44047_B022),BEAULIEU (44158_B059)
BELLEVUE,0,BELLEVUE (44047_B317),BELLEVUE (44158_B063)
BERNARD,0,L ETANG BERNARD (44047_B107),L ETANG BERNARD (44158_B433)
BOSSES,0,LES BOSSES (44047_B319),LES BOSSES (44158_B130)
BOSSIS,0,LE BOSSIS (44047_B043),LE BOSSIS (44158_B131)
BOURG,0,LE BOURG (44047_B052),LE BOURG (44158_B137)
CHEMIN,0,LE CHEMIN (44047_B073),LE CHEMIN (44158_B231)
GUILLET,0,LE CHAMP GUILLET (44047_B069),LE CHAMP GUILLET (44158_B199)
HAIES,0,LES HAIES (44047_B149),LES HAIES (44158_B579)
JAUNAIS,0,LA JAUNAIS (44047_B162),LA JAUNAIS (44158_B668)
MARAIS,0,LE MARAIS (44047_B180),LE MARAIS (44158_B720)
NEUVE,0,LA MAISON NEUVE (44047_B179),LA MAISON NEUVE (44158_B716)
PLESSIS,0,LE PLESSIS (44047_B247),LE PLESSIS (44158_C015)
RIVIERE,0,LA RIVIERE (44047_B276),LA RIVIERE (44158_C169)
ROCHER,0,LE ROCHER (44047_B279),LE ROCHER (44158_C174)
SAUZAIE,0,LA SAUZAIE (44047_B293),LA SAUZAIE (44158_C203)
SENSIVE,0,LA SENSIVE (44047_B294),LA SENSIVE (44158_C208)
