mot_commun,ld,nom,homonymes
ANCENIS, ,RTE D ANCENIS (44108_0020),RTE D ANCENIS (44212_0040)
BARONNIE, ,CHE DE LA BARONNIERE (44108_0040),VC DE LA BARONNIERE (44212_0145)
BARONNIE, ,RTE DE LA BARONNIERE (44108_0041),VC DE LA BARONNIERE (44212_0145)
BOTINIER, ,RUE DE LA BOTINIERE (44108_0045),VC DE LA BOTINIERE (44212_0187)
JARDINS, ,IMP DES JARDINS (44108_0110),RUE DES JARDINS (44212_0630)
ROSIERS, ,RUE DES ROSIERS (44108_0195),VC DES ROSIERS (44212_0889)
VINCENT, ,RUE SAINT VINCENT (44108_0220),RUE SAINT VINCENT (44212_0940) + SAINT VINCENT (44212_B718)
BARRE,0,LA BARRE (44108_B012),LA BARRE (44212_B024)
BOURG,0,LE BOURG (44108_B057),LE BOURG (44212_B079)
LANDES,0,LES LANDES (44108_B255),LES LANDES (44212_B382)
PERRIERE,0,LES PERRIERES (44108_B331),LES PERRIERES (44212_B519)
PREE,0,LA PREE (44108_B480),LA PREE (44212_B677)
ROBINIER,0,LA ROBINIERE (44108_B498),LA ROBINIERE (44212_B920)
SOLEIL,0,BEAU SOLEIL (44108_B029),BEAU SOLEIL (44212_B037)
