mot_commun,ld,nom,homonymes
PATIS, ,LOT DU PATIS (44048_A021),DU PATIS (44160_B197)
STADE, ,RUE DU STADE (44048_0110),RUE DU STADE (44160_0080) + IMP DU STADE (44160_0079)
VIGNES, ,RUE DES VIGNES (44048_0135),RUE DES VIGNES (44160_0100)
BOURG,0,LE BOURG (44048_B132),LE BOURG (44160_B028)
PATIS,0,LE PATIS (44048_C062),LE PATIS (44160_B196)
PIECE,0,LA GRANDE PIECE (44048_B697),LA GRANDE PIECE (44160_B126)
PLANTE,0,LA PLANTE (44048_C425),LA PLANTE (44160_B230)
PLANTES,0,LES PLANTES (44048_D027),LES PLANTES (44160_B231)
PLANTIS,0,LES PLANTIS (44048_C429),LES PLANTIS (44160_B232)
RAMEE,0,LA RAMEE (44048_C786),LA RAMEE (44160_B278)
ROUGEAUD,0,LA ROUGEAUDIERE (44048_C816),LA ROUGEAUDIERE (44160_B285)
VIGNEAU,0,LE VIGNEAU (44048_C978),LE VIGNEAU (44160_B306)
