mot_commun,ld,nom,homonymes
AMITIE, ,RUE DE L AMITIE (44114_0018),AV DE L AMITIE (44162_0061)
ATLANTIQ, ,RUE DE L ATLANTIQUE (44114_0052),AV DE L ATLANTIQUE (44162_0078)
BELLEVUE, ,PL BELLEVUE (44114_0201),LOT BELLEVUE (44162_A020) + BELLEVUE (44162_B026)
BELLEVUE, ,RUE DE BELLEVUE (44114_0210),AV DE BELLEVUE (44162_0220)
BERNARD, ,RUE CLAUDE BERNARD (44114_0531),AV CLAUDE BERNARD (44162_0697)
BOUCHER, ,RUE HELENE BOUCHER (44114_0321),RUE HELENE BOUCHER (44162_0344)
BOURRELI, ,RUE DU BOURRELIER (44114_0333),IMP DU BOURRELIER (44162_0373)
BREL, ,SQ JACQUES BREL (44114_0927),RUE JACQUES BREL (44162_0272)
CHATEAU, ,RUE DU CHATEAU (44114_0470),ALL DU CHATEAU (44162_0581)
COUPERIN, ,RUE FRANCOIS COUPERIN (44114_0681),ALL FRANCOIS COUPERIN (44162_1041)
DAHLIAS, ,RUE DES DAHLIAS (44114_0620),AV DES DAHLIAS (44162_0850)
DEBUSSY, ,RUE CLAUDE DEBUSSY (44114_0538),ALL CLAUDE DEBUSSY (44162_0698)
ETANG, ,AV DE L ETANG (44114_0659),IMP DE L ETANG (44162_0989)
EUCLIDE, ,RUE EUCLIDE (44114_0663),IMP EUCLIDE (44162_0997) + RUE EUCLIDE (44162_1000)
GAULLE, ,AV CHARLES DE GAULLE (44114_0530),BD CHARLES DE GAULLE (44162_0549)
GENETS, ,RUE DES GENETS (44114_0730),AV DES GENETS (44162_1120) + IMP DES GENETS (44162_1119)
HERGE, ,RUE HERGE (44114_1992),ALL HERGE (44162_1285)
HORTENSI, ,RUE DES HORTENSIAS (44114_0890),ALL DES HORTENSIAS (44162_1298) + RUE DES HORTENSIAS (44162_1299)
IRIS, ,RUE DES IRIS (44114_0920),IMP DES IRIS (44162_1321)
JUPITER, ,ALL JUPITER (44114_0941),AV JUPITER (44162_1418)
LIBERTE, ,PL DE LA LIBERTE (44114_1010),AV DE LA LIBERTE (44162_1520)
MAI, ,RUE DU JOLI MAI (44114_0940),LOT DU JOLI MAI (44162_A087)
MARAIS, ,AV DES MARAIS (44114_1113),RUE DES MARAIS (44162_1584)
MARRONNI, ,RUE DES MARRONNIERS (44114_1126),ALL DES MARRONNIERS (44162_1603)
MAYENNE, ,ALL DE LA MAYENNE (44114_1127),RUE DE LA MAYENNE (44162_1657)
MERCURE, ,ALL MERCURE (44114_1212),RUE MERCURE (44162_1654)
MERISIER, ,IMP DES MERISIERS (44114_1141),RUE DES MERISIERS (44162_1663)
METAIRIE, ,RUE DE LA METAIRIE (44114_1140),RUE DE LA METAIRIE (44162_1651) + CR DE LA METAIRIE (44162_1664) + IMP DE LA METAIRIE (44162_1652)
MIMOSAS, ,RUE DES MIMOSAS (44114_1134),RUE DES MIMOSAS (44162_1668)
MORLIERE, ,AV DE LA MORLIERE (44114_1190),RUE DE LA MORLIERE (44162_1719) + IMP DE LA MORLIERE (44162_1718)
MORLIERE, ,PARC DE LA MORLIERE (44114_1318),RUE DE LA MORLIERE (44162_1719) + IMP DE LA MORLIERE (44162_1718)
MORLIERE, ,RUIS DE LA MORLIERE (44114_X001),RUE DE LA MORLIERE (44162_1719) + IMP DE LA MORLIERE (44162_1718)
MOULIN, ,AV JEAN MOULIN (44114_0938),PL JEAN MOULIN (44162_1352) + AV JEAN MOULIN (44162_1360)
MOZART, ,RUE MOZART (44114_1214),ALL MOZART (44162_1747)
MUSSET, ,RUE ALFRED DE MUSSET (44114_0014),AV ALFRED DE MUSSET (44162_0050)
