mot_commun,ld,nom,homonymes
CHESNAIE, ,RUE DE LA CHESNAIE (44062_0032),CHEM DE LA CHESNAIE (44128_0202)
CIMETIER, ,RTE DU CIMETIERE (44062_0040),RUE DU CIMETIERE (44128_0205)
EGLISE, ,RUE DE L EGLISE (44062_0080),RUE DE L EGLISE (44128_0231) + PL DE L EGLISE (44128_0229)
ETANG, ,RUE DE L ETANG (44062_0112),AV DE L ETANG (44128_0261)
GARE, ,RTE DE LA GARE (44062_0120),LOT DE LA GARE (44128_A001)
PERRON, ,PASS CHARLES PERRON (44062_0175),RUE CHARLES PERRON (44128_0362)
CHATEAU,0,LE CHATEAU (44062_B063),LE CHATEAU (44128_B703)
COULEE,0,LA COULEE (44062_B103),LA COULEE (44128_B945)
ETANG,0,L ETANG (44062_B128),L ETANG (44128_C172)
GENETRIE,0,LA GENETRIE (44062_B164),LA GENETRIE (44128_C294)
NOE,0,LA NOE (44062_B235),LA NOE (44128_C772)
