mot_commun,ld,nom,homonymes
AJONCS, ,CHE DES AJONCS (44020_0080),IMP DES AJONCS (44130_0023)
BOSQUET, ,AV DU BOSQUET (44020_0595),AV DU BOSQUET (44130_0110)
CHAMPS, ,CHE DES CHAMPS (44020_0940),RUE DES CHAMPS (44130_0115)
ECOLES, ,CHE DES ECOLES (44020_1419),RUE DES ECOLES (44130_0133)
ECOLES, ,RUE DES ECOLES (44020_1420),RUE DES ECOLES (44130_0133)
EGLISE, ,PL DE L EGLISE (44020_1440),PL DE L EGLISE (44130_0134)
GAUTELLE, ,RUE DE LA GAUTELLERIE (44020_1600),RUE DE LA GAUTELLERIE (44130_0156) + IMP DE LA GAUTELLERIE (44130_0157)
LAURIERS, ,AV DES LAURIERS (44020_1982),PAS DES LAURIERS (44130_0188)
NANTES, ,RUE DE NANTES (44020_2320),RTE DE NANTES (44130_0200) + RUE DE NANTES (44130_0220)
PIERRE, ,RUE DE LA PIERRE (44020_2720),RUE DE LA PIERRE (44130_0257)
ROCHER, ,CHE DU ROCHER (44020_2980),CHE DU ROCHER (44130_0312)
SAPINS, ,RUE DES SAPINS (44020_3100),RUE DES SAPINS (44130_0330)
VIGNES, ,CHE DES VIGNES (44020_3381),RUE DES VIGNES (44130_0368)
VIGNES, ,RUE DES VIGNES (44020_3380),RUE DES VIGNES (44130_0368)
VIVIER, ,RUE DU VIVIER (44020_3400),RUE DU VIVIER (44130_0376)
SENSIVES,0,LES SENSIVES (44020_B296),LES SENSIVES (44130_B767)
