mot_commun,ld,nom,homonymes
BOIVRE, ,ALL DU BOIVRE (44154_0330),RUE DU BOIVRE (44187_0072)
CHENES, ,LOT DES CHENES (44154_A027),LOT DES CHENES (44187_A083)
CORSEPT, ,AV DE CORSEPT (44154_0670),DE CORSEPT (44187_B318) + RTE DE CORSEPT (44187_0135)
EGLISE, ,RUE DE L EGLISE (44154_0940),PL DE L EGLISE (44187_0160)
FRESNES, ,ALL DES FRESNES (44154_1100),DES FRESNES (44187_B453)
GARE, ,PL DE LA GARE (44154_1156),RUE DE LA GARE (44187_0200)
LILAS, ,ALL DES LILAS (44154_1738),RUE DES LILAS (44187_0275)
MARCHE, ,PL DU MARCHE (44154_1830),PL DU MARCHE (44187_0300)
MIMOSAS, ,ALL DES MIMOSAS (44154_2000),RUE DES MIMOSAS (44187_0310)
NANTES, ,AV DE NANTES (44154_2091),RUE DE NANTES (44187_0331) + RTE DE NANTES (44187_0332)
ORMEAUX, ,ALL DES ORMEAUX (44154_2150),RUE DES ORMEAUX (44187_0375)
PORNIC, ,RTE DE PORNIC (44154_2400),RUE DE PORNIC (44187_0420)
PORNIC, ,RUE DE PORNIC (44154_2391),RUE DE PORNIC (44187_0420)
RANCH, ,CPG LE RANCH (44154_A015),LE RANCH (44187_D365)
SEIGLE, ,IMP DU SEIGLE (44154_2727),IMP DU SEIGLE (44187_0585)
SPORTS, ,AV DES SPORTS (44154_2747),RUE DES SPORTS (44187_0610)
TEMPLE, ,ALL DU TEMPLE (44154_2780),RUE DU TEMPLE (44187_0620)
VERTS, ,ALL DES CHENES VERTS (44154_0549),ALL DES CHENES VERTS (44187_0130)
VERTS, ,AV DES CHENES VERTS (44154_0550),ALL DES CHENES VERTS (44187_0130)
BRIORDAI,0,LA BRIORDAIS (44154_B055),LA BRIORDAIS (44187_B145)
CHEMINS,0,LES QUATRE CHEMINS (44154_B635),LES QUATRE CHEMINS (44187_D019)
CROIX,0,LA CROIX (44154_B134),LA CROIX (44187_B346)
FILLAUDE,0,LA FILLAUDERIE (44154_B175),LA FILLAUDERIE (44187_B400)
GAMATAIS,0,LA GAMATAIS (44154_B192),LA GAMATAIS (44187_B474)
HERIAU,0,LE HERIAU (44154_B263),LE HERIAU (44187_B679)
MAULEVRA,0,LA MAULEVRAIS (44154_B326),LA MAULEVRAIS (44187_B909)
