mot_commun,ld,nom,homonymes
BIGNON, ,RTE DU BIGNON (44037_0046),RTE DU BIGNON (44215_0219)
CAMELIAS, ,RUE DES CAMELIAS (44037_0055),RUE DES CAMELIAS (44215_0397)
CLOS, ,RUE DU GRAND CLOS (44037_0123),RUIS DU GRAND CLOS (44215_X015)
COTEAU, ,RUE DU COTEAU (44037_0108),CHE DU COTEAU (44215_0565)
ECOLES, ,RUE DES ECOLES (44037_0161),RUE DES ECOLES (44215_0640)
FIACRE, ,RTE DE SAINT FIACRE (44037_0061),RTE DE SAINT FIACRE (44215_1610)
FORGE, ,RUE DE LA FORGE (44037_0110),RUE DE LA FORGE (44215_0688)
JONQUILL, ,IMP DES JONQUILLES (44037_0166),RUE DES JONQUILLES (44215_1034)
LILAS, ,IMP DES LILAS (44037_0170),IMP DES LILAS (44215_1114)
PIECE, ,CHE DE LA PIECE (44037_0220),PL DE LA PIECE (44215_1413)
SEVRE, ,AV DE LA SEVRE (44037_0236),CHE DE LA SEVRE (44215_1638)
SPORTS, ,RUE DES SPORTS (44037_0238),BD DES SPORTS (44215_1660)
VERTOU, ,RTE DE VERTOU (44037_0260),RPT DE VERTOU (44215_1746)
BAUCHE,0,LA BAUCHE (44037_B028),LA BAUCHE (44215_B020)
BAUCHES,0,LES BAUCHES (44037_B034),LES BAUCHES (44215_B022)
BELLEVUE,0,BELLEVUE (44037_B046),IMP BELLEVUE (44215_0205) + BELLEVUE (44215_B028)
BOURG,0,LE BOURG (44037_B074),LE BOURG (44215_B052)
CHENE,0,LE CHENE (44037_B139),LE CHENE (44215_B082)
GARENNES,0,LES GARENNES (44037_B221),LES GARENNES (44215_B147)
LANDES,0,LES LANDES (44037_B351),LES LANDES (44215_B216)
MARTIN,0,SAINT MARTIN (44037_B802),PL SAINT MARTIN (44215_1615)
NOUETTE,0,LA NOUETTE (44037_B409),LA NOUETTE (44215_B261)
PINIER,0,LE PINIER (44037_B667),LE PINIER (44215_B314)
VERRIE,0,LA VERRIE (44037_B840),LA VERRIE (44215_B376)
