mot_commun,ld,nom,homonymes
STADE, ,RUE DU STADE (44110_0752),RUE DU STADE (44205_0234)
AIR,0,BEL AIR (44110_B041),BEL AIR (44205_B036)
BATISSES,0,LES BATISSES (44110_B028),LES BATISSES (44205_B023)
BOUINELI,0,LA BOUINELIERE (44110_B109),LA BOUINELIERE (44205_B098)
CHENAIE,0,LA CHENAIE (44110_B261),LA CHENAIE (44205_B273)
FRICHES,0,LES FRICHES (44110_B525),LES FRICHES (44205_B550)
GUIGNARD,0,LA GUIGNARDIERE (44110_B627),LA GUIGNARDIERE (44205_B713)
LANDREAU,0,LE LANDREAU (44110_B699),LE LANDREAU (44205_B837)
MARCHAND,0,LA MARCHANDERIE (44110_B735),LA MARCHANDERIE (44205_B867)
MORINIER,0,LA MORINIERE (44110_B776),LA MORINIERE (44205_B927)
MORTIER,0,LE MORTIER (44110_B778),LE MORTIER (44205_B929)
NEUVE,0,LA MAISON NEUVE (44110_B720),LA MAISON NEUVE (44205_B860)
NOUES,0,LE PRE DES NOUES (44110_C077),LE PRE DES NOUES (44205_C482)
RONDEAU,0,LE RONDEAU (44110_C183),LE RONDEAU (44205_C646)
VARENNE,0,LA VARENNE (44110_C284),LA VARENNE (44205_C725)
