mot_commun,ld,nom,homonymes
AUBEPINE, ,RUE DES AUBEPINES (44188_0019),RUE DES AUBEPINES (44223_0037)
CHENES, ,CHE DES CHENES (44188_0084),RUE DES CHENES (44223_0085)
CHENES, ,RUE DES CHENES (44188_0515),RUE DES CHENES (44223_0085)
COURTILS, ,RUE DES COURTILS (44188_0105),IMP DES COURTILS (44223_0246)
FRENES, ,RUE DES FRENES (44188_0175),RUE DES FRENES (44223_0242)
GAGNERIE, ,VOIE DE LA GAGNERIE (44188_0177),AV DE LA GAGNERIE (44223_0084)
GENETS, ,RTE DES GENETS (44188_0174),RUE DES GENETS (44223_0086)
INDUSTRI, ,RUE DE L INDUSTRIE (44188_0214),RUE DE L INDUSTRIE (44223_0237)
MARRONNI, ,PL DES MARRONNIERS (44188_0269),RUE DES MARRONNIERS (44223_0243)
NANTES, ,AV DE NANTES (44188_0304),RTE DE NANTES (44223_0140) + CHE DE NANTES (44223_0120)
PARC, ,RES DU PARC (44188_X003),ALL DU PARC (44223_0104)
PRIMEVER, ,RUE DES PRIMEVERES (44188_0389),RUE DES PRIMEVERES (44223_0180)
SAULES, ,RUE DES SAULES (44188_0441),IMP DES SAULES (44223_0201)
TAILLIS, ,CHEM DU TAILLIS (44188_0390),RUE DU TAILLIS (44223_0211)
VERGNES, ,RUE DES VERGNES (44188_0501),RUE DES VERGNES (44223_0225)
VIGNES, ,IMP DES VIGNES (44188_0504),IMP DES VIGNES (44223_0226)
AVENEAUX,0,LES AVENEAUX (44188_B040),LES AVENEAUX (44223_B002)
BOIS,0,LE BOIS (44188_B118),LE BOIS (44223_B015)
BOURG,0,LE BOURG (44188_B178),LE BOURG (44223_B021)
GAGNERIE,0,LA GAGNERIE (44188_B662),LA GAGNERIE (44223_B071)
MARAIS,0,LE GRAND MARAIS (44188_B777),LE GRAND MARAIS (44223_B089)
NOE,0,LA NOE (44188_C231),LA NOE (44223_B163)
PATIS,0,LE PATIS (44188_C326),LE PATIS (44223_B183)
ROCHER,0,LE ROCHER (44188_D465),LE ROCHER (44223_B288)
