mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44163_0005),RUE DES ACACIAS (44213_0010)
GENETS, ,IMP DES GENETS (44163_0066),RUE DES GENETS (44213_0072)
LILAS, ,IMP DES LILAS (44163_0078),RUE DES LILAS (44213_0096)
MOULIN, ,IMP DU MOULIN (44163_0180),RUE DU MOULIN (44213_0110)
POSTE, ,RUE DE LA POSTE (44163_0110),DE LA POSTE (44213_C354)
ROUXIERE, ,RTE DE LA ROUXIERE (44163_0142),RUE DE LA ROUXIERE (44213_0173)
STADE, ,RUE DU STADE (44163_0150),RUE DU STADE (44213_0183)
TILLEULS, ,RUE DES TILLEULS (44163_0154),RUE DES TILLEULS (44213_0191) + PL DES TILLEULS (44213_0190)
BIGNON,0,LE BIGNON (44163_B039),LE BIGNON (44213_B062)
BOIS,0,LE PETIT BOIS (44163_B901),LE PETIT BOIS (44213_C113)
BOURG,0,LE MOULIN DU BOURG (44163_B794),LE MOULIN DU BOURG (44213_B987) + RUE LE MOULIN DU BOURG (44213_0169)
BREGEONS,0,LES BREGEONS (44163_B092),LES BREGEONS (44213_B126)
BRETONNI,0,LA BRETONNIERE (44163_B093),LA BRETONNIERE (44213_B127)
CORMIER,0,LE CORMIER (44163_B421),LE CORMIER (44213_B555)
FERTE,0,LA FERTE (44163_B463),LA FERTE (44213_B638)
INDUSTRI,0,ZONE INDUSTRIELLE (44163_C587),ZONE INDUSTRIELLE (44213_C688)
JARRIER,0,LE JARRIER (44163_B718),LE JARRIER (44213_B893)
MORTIER,0,LE MORTIER (44163_B785),LE MORTIER (44213_B976)
PATISSEA,0,LES PATISSEAUX (44163_B878),LES PATISSEAUX (44213_C093)
PERRIERE,0,LA PERRIERE (44163_B892),LA PERRIERE (44213_C108)
PLANTIS,0,LES PLANTIS (44163_C186),LES PLANTIS (44213_C338)
PRATEAU,0,LE PRATEAU (44163_C213),LE PRATEAU (44213_C362)
PRES,0,LES HAUTS PRES (44163_B656),LES HAUTS PRES (44213_B823)
ROTY,0,LE ROTY (44163_C424),LE ROTY (44213_C540)
VERT,0,LE BOIS VERT (44163_B073),LE BOIS VERT (44213_B093)
