mot_commun,ld,nom,homonymes
CALVAIRE, ,RUE DU CALVAIRE (44079_0112),RUE DU CALVAIRE (44084_0095)
LAVOIR, ,IMP DU LAVOIR (44079_0172),RUE DU LAVOIR (44084_0438)
LOIRE, ,RUE DE LA LOIRE (44079_0173),RUE DE LA LOIRE (44084_0450)
MOULINS, ,RUE DES MOULINS (44079_0175),RUE DES MOULINS (44084_0490)
OUCHES, ,RUE DES OUCHES (44079_0176),IMP DES OUCHES (44084_0546)
PARADIS, ,RUE DU PARADIS (44079_0177),RUE DU PARADIS (44084_0530)
ROSES, ,CHE DES ROSES (44079_0186),RUE DES ROSES (44084_0705)
TRITTAU, ,RUE DE TRITTAU (44079_0190),RUE DE TRITTAU (44084_0930)
VINCENT, ,RUE SAINT VINCENT (44079_0185),RUE SAINT VINCENT (44084_0903)
BIDERIE,0,LA BIDERIE (44079_B015),LA BIDERIE (44084_B033)
BOSSARDI,0,LA BOSSARDIERE (44079_B301),LA BOSSARDIERE (44084_B049)
BRETONNI,0,LA BRETONNIERE (44079_B025),LA BRETONNIERE (44084_B063)
BROSSE,0,LA BROSSE (44079_B028),LA BROSSE (44084_B067)
BROSSES,0,LE MOULIN DES BROSSES (44079_B320),LE MOULIN DES BROSSES (44084_B323)
BUISSON,0,LE BUISSON (44079_B030),LE BUISSON (44084_B071)
CHAMPS,0,LES HAUTS CHAMPS (44079_B157),LES HAUTS CHAMPS (44084_B273)
COUR,0,LA COUR (44079_B113),LA COUR (44084_B215)
GIRAUDIE,0,LA GIRAUDIERE (44079_B131),LA GIRAUDIERE (44084_B480)
GUISSAUD,0,LA GUISSAUDIERE (44079_B148),LA GUISSAUDIERE (44084_B256)
HAUDINIE,0,LA HAUDINIERE (44079_B150),LA HAUDINIERE (44084_B260)
LANDAIS,0,LE LANDAIS (44079_B164),LE LANDAIS (44084_B284)
LANDE,0,LA LANDE (44079_B324),LA LANDE (44084_B285)
MASURE,0,LA MASURE (44079_B177),LA MASURE (44084_B307)
NOUES,0,LES NOUES (44079_B190),LES NOUES (44084_B330)
RENE,0,SAINT RENE (44079_B284),SAINT RENE (44084_B432)
ROSIER,0,LE ROSIER (44079_B282),LE ROSIER (44084_B426)
SOLEIL,0,BEAU SOLEIL (44079_B011),BEAU SOLEIL (44084_B024)
THEBAUDI,0,LA THEBAUDIERE (44079_B292),LA THEBAUDIERE (44084_B444)
