7,dep44/fusion,44142_44165
7,dep44/fusion,44168_44184
7,dep44/fusion,44168_44210
7,dep44/fusion,44174_44178
8,dep44/fusion,44002_44173
8,dep44/fusion,44008_44029
8,dep44/fusion,44013_44050
8,dep44/fusion,44019_44061
8,dep44/fusion,44019_44195
8,dep44/fusion,44027_44110
8,dep44/fusion,44033_44080
8,dep44/fusion,44037_44159
8,dep44/fusion,44043_44165
8,dep44/fusion,44050_44129
8,dep44/fusion,44052_44176
8,dep44/fusion,44053_44161
8,dep44/fusion,44056_44203
8,dep44/fusion,44057_44196
8,dep44/fusion,44062_44214
8,dep44/fusion,44067_44092
8,dep44/fusion,44070_44159
8,dep44/fusion,44072_44098
8,dep44/fusion,44072_44183
8,dep44/fusion,44073_44221
8,dep44/fusion,44075_44095
8,dep44/fusion,44075_44208
8,dep44/fusion,44097_44183
8,dep44/fusion,44098_44196
8,dep44/fusion,44102_44223
8,dep44/fusion,44108_44117
8,dep44/fusion,44113_44138
8,dep44/fusion,44113_44224
8,dep44/fusion,44121_44170
8,dep44/fusion,44138_44149
8,dep44/fusion,44152_44161
9,dep44/fusion,44007_44092
9,dep44/fusion,44007_44185
9,dep44/fusion,44018_44178
9,dep44/fusion,44031_44170
9,dep44/fusion,44053_44129
9,dep44/fusion,44054_44078
9,dep44/fusion,44062_44067
9,dep44/fusion,44064_44173
9,dep44/fusion,44065_44099
9,dep44/fusion,44068_44196
9,dep44/fusion,44103_44176
9,dep44/fusion,44112_44218
9,dep44/fusion,44120_44220
9,dep44/fusion,44133_44145
9,dep44/fusion,44134_44222
9,dep44/fusion,44139_44152
9,dep44/fusion,44148_44197
9,dep44/fusion,44193_44208
10,dep44/fusion,44002_44088
10,dep44/fusion,44003_44004
10,dep44/fusion,44003_44115
10,dep44/fusion,44017_44180
10,dep44/fusion,44019_44080
10,dep44/fusion,44019_44089
10,dep44/fusion,44025_44137
10,dep44/fusion,44027_44066
10,dep44/fusion,44031_44121
10,dep44/fusion,44032_44070
10,dep44/fusion,44032_44079
10,dep44/fusion,44032_44084
10,dep44/fusion,44036_44085
10,dep44/fusion,44040_44220
10,dep44/fusion,44043_44064
10,dep44/fusion,44044_44091
10,dep44/fusion,44050_44052
10,dep44/fusion,44061_44220
10,dep44/fusion,44064_44165
10,dep44/fusion,44065_44121
10,dep44/fusion,44067_44123
10,dep44/fusion,44077_44207
10,dep44/fusion,44085_44193
10,dep44/fusion,44086_44153
10,dep44/fusion,44090_44119
10,dep44/fusion,44099_44121
10,dep44/fusion,44100_44117
10,dep44/fusion,44105_44197
10,dep44/fusion,44107_44205
10,dep44/fusion,44110_44122
10,dep44/fusion,44112_44146
10,dep44/fusion,44115_44160
10,dep44/fusion,44116_44187
10,dep44/fusion,44124_44191
10,dep44/fusion,44124_44219
10,dep44/fusion,44142_44173
10,dep44/fusion,44147_44222
10,dep44/fusion,44203_44217
11,dep44/fusion,44004_44163
11,dep44/fusion,44006_44183
11,dep44/fusion,44008_44084
11,dep44/fusion,44014_44223
11,dep44/fusion,44018_44150
11,dep44/fusion,44019_44045
11,dep44/fusion,44025_44139
11,dep44/fusion,44028_44179
11,dep44/fusion,44033_44061
11,dep44/fusion,44043_44108
11,dep44/fusion,44054_44085
11,dep44/fusion,44061_44080
11,dep44/fusion,44064_44117
11,dep44/fusion,44066_44111
11,dep44/fusion,44075_44085
11,dep44/fusion,44076_44091
11,dep44/fusion,44076_44208
11,dep44/fusion,44086_44197
11,dep44/fusion,44088_44100
11,dep44/fusion,44090_44157
11,dep44/fusion,44097_44211
11,dep44/fusion,44098_44189
11,dep44/fusion,44112_44199
11,dep44/fusion,44121_44191
11,dep44/fusion,44146_44200
11,dep44/fusion,44157_44206
11,dep44/fusion,44161_44196
12,dep44/fusion,44001_44138
12,dep44/fusion,44003_44048
12,dep44/fusion,44003_44163
12,dep44/fusion,44005_44164
12,dep44/fusion,44006_44072
12,dep44/fusion,44020_44024
12,dep44/fusion,44022_44063
12,dep44/fusion,44023_44068
12,dep44/fusion,44024_44166
12,dep44/fusion,44031_44124
12,dep44/fusion,44032_44117
12,dep44/fusion,44033_44052
12,dep44/fusion,44033_44137
12,dep44/fusion,44033_44195
12,dep44/fusion,44034_44104
12,dep44/fusion,44043_44063
12,dep44/fusion,44051_44105
12,dep44/fusion,44054_44199
12,dep44/fusion,44057_44068
12,dep44/fusion,44062_44128
12,dep44/fusion,44070_44088
12,dep44/fusion,44107_44202
12,dep44/fusion,44113_44208
12,dep44/fusion,44119_44157
12,dep44/fusion,44122_44179
12,dep44/fusion,44133_44164
12,dep44/fusion,44140_44141
12,dep44/fusion,44141_44212
12,dep44/fusion,44145_44164
12,dep44/fusion,44148_44153
12,dep44/fusion,44155_44223
12,dep44/fusion,44183_44211
13,dep44/fusion,44001_44208
13,dep44/fusion,44002_44142
13,dep44/fusion,44005_44192
13,dep44/fusion,44011_44034
13,dep44/fusion,44013_44137
13,dep44/fusion,44014_44037
13,dep44/fusion,44017_44093
13,dep44/fusion,44017_44144
13,dep44/fusion,44023_44025
13,dep44/fusion,44025_44152
13,dep44/fusion,44036_44146
13,dep44/fusion,44038_44192
13,dep44/fusion,44040_44164
13,dep44/fusion,44048_44160
13,dep44/fusion,44054_44099
13,dep44/fusion,44059_44181
13,dep44/fusion,44072_44175
13,dep44/fusion,44075_44193
13,dep44/fusion,44076_44193
13,dep44/fusion,44080_44195
13,dep44/fusion,44082_44122
13,dep44/fusion,44083_44090
13,dep44/fusion,44083_44157
13,dep44/fusion,44086_44193
13,dep44/fusion,44094_44204
13,dep44/fusion,44113_44214
13,dep44/fusion,44118_44134
13,dep44/fusion,44118_44144
13,dep44/fusion,44122_44201
13,dep44/fusion,44163_44222
13,dep44/fusion,44193_44197
14,dep44/fusion,44001_44095
14,dep44/fusion,44002_44037
14,dep44/fusion,44015_44221
14,dep44/fusion,44017_44118
14,dep44/fusion,44017_44191
14,dep44/fusion,44024_44101
14,dep44/fusion,44025_44033
14,dep44/fusion,44025_44129
14,dep44/fusion,44027_44073
14,dep44/fusion,44031_44191
14,dep44/fusion,44041_44223
14,dep44/fusion,44044_44051
14,dep44/fusion,44052_44137
14,dep44/fusion,44056_44195
14,dep44/fusion,44067_44214
14,dep44/fusion,44068_44152
14,dep44/fusion,44076_44086
14,dep44/fusion,44077_44095
14,dep44/fusion,44077_44149
14,dep44/fusion,44079_44141
14,dep44/fusion,44083_44155
14,dep44/fusion,44084_44141
14,dep44/fusion,44085_44153
14,dep44/fusion,44088_44173
14,dep44/fusion,44089_44203
14,dep44/fusion,44093_44147
14,dep44/fusion,44098_44161
14,dep44/fusion,44102_44127
14,dep44/fusion,44140_44212
14,dep44/fusion,44142_44216
14,dep44/fusion,44144_44202
15,dep44/fusion,44002_44102
15,dep44/fusion,44005_44038
15,dep44/fusion,44005_44220
15,dep44/fusion,44018_44024
15,dep44/fusion,44018_44171
15,dep44/fusion,44032_44071
15,dep44/fusion,44037_44088
15,dep44/fusion,44041_44150
15,dep44/fusion,44046_44187
15,dep44/fusion,44048_44107
15,dep44/fusion,44051_44076
15,dep44/fusion,44054_44170
15,dep44/fusion,44076_44113
15,dep44/fusion,44082_44107
15,dep44/fusion,44096_44118
15,dep44/fusion,44096_44134
15,dep44/fusion,44096_44222
15,dep44/fusion,44108_44212
15,dep44/fusion,44118_44202
15,dep44/fusion,44144_44207
15,dep44/fusion,44153_44193
15,dep44/fusion,44156_44206
15,dep44/fusion,44180_44191
15,dep44/fusion,44181_44186
16,dep44/fusion,44001_44149
16,dep44/fusion,44003_44096
16,dep44/fusion,44003_44160
16,dep44/fusion,44012_44106
16,dep44/fusion,44013_44129
16,dep44/fusion,44015_44224
16,dep44/fusion,44020_44150
16,dep44/fusion,44051_44091
16,dep44/fusion,44054_44121
16,dep44/fusion,44087_44174
16,dep44/fusion,44090_44188
16,dep44/fusion,44091_44113
16,dep44/fusion,44093_44134
16,dep44/fusion,44110_44205
16,dep44/fusion,44111_44209
16,dep44/fusion,44120_44145
16,dep44/fusion,44129_44152
16,dep44/fusion,44133_44171
16,dep44/fusion,44133_44178
17,dep44/fusion,44002_44127
17,dep44/fusion,44013_44052
17,dep44/fusion,44020_44130
17,dep44/fusion,44021_44106
17,dep44/fusion,44023_44195
17,dep44/fusion,44024_44120
17,dep44/fusion,44041_44130
17,dep44/fusion,44045_44120
17,dep44/fusion,44046_44154
17,dep44/fusion,44051_44086
17,dep44/fusion,44057_44185
17,dep44/fusion,44061_44120
17,dep44/fusion,44070_44117
17,dep44/fusion,44093_44180
17,dep44/fusion,44094_44179
17,dep44/fusion,44178_44181
17,dep44/fusion,44178_44186
17,dep44/fusion,44179_44201
17,dep44/fusion,44199_44218
18,dep44/fusion,44011_44147
18,dep44/fusion,44014_44041
18,dep44/fusion,44015_44023
18,dep44/fusion,44015_44062
18,dep44/fusion,44025_44195
18,dep44/fusion,44028_44048
18,dep44/fusion,44028_44115
18,dep44/fusion,44034_44213
18,dep44/fusion,44036_44054
18,dep44/fusion,44036_44199
18,dep44/fusion,44040_44145
18,dep44/fusion,44044_44067
18,dep44/fusion,44056_44217
18,dep44/fusion,44064_44108
18,dep44/fusion,44071_44169
18,dep44/fusion,44074_44166
18,dep44/fusion,44082_44179
18,dep44/fusion,44082_44205
18,dep44/fusion,44083_44156
18,dep44/fusion,44117_44212
18,dep44/fusion,44122_44205
18,dep44/fusion,44127_44142
18,dep44/fusion,44129_44161
18,dep44/fusion,44129_44189
18,dep44/fusion,44146_44148
18,dep44/fusion,44147_44163
18,dep44/fusion,44150_44188
18,dep44/fusion,44151_44175
18,dep44/fusion,44155_44156
19,dep44/fusion,44005_44040
19,dep44/fusion,44014_44198
19,dep44/fusion,44015_44068
19,dep44/fusion,44020_44074
19,dep44/fusion,44024_44133
19,dep44/fusion,44028_44029
19,dep44/fusion,44029_44094
19,dep44/fusion,44032_44212
19,dep44/fusion,44056_44089
19,dep44/fusion,44059_44186
19,dep44/fusion,44068_44161
19,dep44/fusion,44074_44101
19,dep44/fusion,44093_44222
19,dep44/fusion,44103_44210
19,dep44/fusion,44104_44213
19,dep44/fusion,44130_44143
19,dep44/fusion,44130_44198
19,dep44/fusion,44131_44136
19,dep44/fusion,44144_44191
19,dep44/fusion,44159_44215
19,dep44/fusion,44182_44187
20,dep44/fusion,44004_44213
20,dep44/fusion,44005_44061
20,dep44/fusion,44026_44179
20,dep44/fusion,44036_44153
20,dep44/fusion,44073_44149
20,dep44/fusion,44074_44162
20,dep44/fusion,44110_44149
20,dep44/fusion,44110_44201
20,dep44/fusion,44129_44137
20,dep44/fusion,44164_44186
21,dep44/fusion,44007_44057
21,dep44/fusion,44037_44102
21,dep44/fusion,44045_44089
21,dep44/fusion,44056_44111
21,dep44/fusion,44059_44087
21,dep44/fusion,44061_44192
21,dep44/fusion,44087_44181
21,dep44/fusion,44111_44217
21,dep44/fusion,44147_44213
21,dep44/fusion,44151_44184
21,dep44/fusion,44156_44157
21,dep44/fusion,44174_44188
22,dep44/fusion,44001_44075
22,dep44/fusion,44005_44187
22,dep44/fusion,44014_44130
22,dep44/fusion,44045_44217
22,dep44/fusion,44047_44074
22,dep44/fusion,44048_44115
22,dep44/fusion,44066_44217
22,dep44/fusion,44067_44091
22,dep44/fusion,44069_44183
22,dep44/fusion,44077_44205
22,dep44/fusion,44081_44206
22,dep44/fusion,44089_44195
22,dep44/fusion,44096_44202
22,dep44/fusion,44126_44136
22,dep44/fusion,44127_44216
22,dep44/fusion,44153_44197
23,dep44/fusion,44011_44093
23,dep44/fusion,44014_44102
23,dep44/fusion,44021_44059
23,dep44/fusion,44021_44164
23,dep44/fusion,44029_44204
23,dep44/fusion,44048_44082
23,dep44/fusion,44077_44110
23,dep44/fusion,44077_44144
23,dep44/fusion,44096_44107
23,dep44/fusion,44098_44129
23,dep44/fusion,44125_44211
23,dep44/fusion,44146_44199
24,dep44/fusion,44028_44094
24,dep44/fusion,44038_44187
24,dep44/fusion,44048_44096
24,dep44/fusion,44055_44151
24,dep44/fusion,44066_44201
24,dep44/fusion,44087_44178
24,dep44/fusion,44131_44164
24,dep44/fusion,44187_44192
25,dep44/fusion,44001_44077
25,dep44/fusion,44009_44169
25,dep44/fusion,44015_44214
25,dep44/fusion,44023_44056
25,dep44/fusion,44037_44215
25,dep44/fusion,44087_44090
25,dep44/fusion,44120_44158
25,dep44/fusion,44130_44150
25,dep44/fusion,44146_44153
25,dep44/fusion,44188_44223
26,dep44/fusion,44007_44067
26,dep44/fusion,44021_44186
26,dep44/fusion,44041_44188
26,dep44/fusion,44083_44188
26,dep44/fusion,44087_44119
26,dep44/fusion,44101_44166
26,dep44/fusion,44106_44131
26,dep44/fusion,44133_44186
26,dep44/fusion,44163_44213
27,dep44/fusion,44011_44213
27,dep44/fusion,44014_44215
27,dep44/fusion,44066_44073
27,dep44/fusion,44069_44072
27,dep44/fusion,44079_44212
27,dep44/fusion,44120_44166
27,dep44/fusion,44143_44198
27,dep44/fusion,44154_44187
28,dep44/fusion,44029_44084
28,dep44/fusion,44029_44169
28,dep44/fusion,44068_44128
28,dep44/fusion,44069_44151
28,dep44/fusion,44169_44204
28,dep44/fusion,44178_44188
29,dep44/fusion,44009_44071
29,dep44/fusion,44052_44103
29,dep44/fusion,44079_44084
29,dep44/fusion,44084_44169
29,dep44/fusion,44155_44188
29,dep44/fusion,44209_44217
30,dep44/fusion,44001_44113
30,dep44/fusion,44005_44131
30,dep44/fusion,44018_44188
30,dep44/fusion,44028_44082
30,dep44/fusion,44038_44131
30,dep44/fusion,44073_44111
31,dep44/fusion,44007_44128
31,dep44/fusion,44021_44087
31,dep44/fusion,44070_44071
31,dep44/fusion,44071_44084
31,dep44/fusion,44073_44110
32,dep44/fusion,44015_44111
32,dep44/fusion,44026_44094
32,dep44/fusion,44045_44158
32,dep44/fusion,44081_44156
33,dep44/fusion,44009_44172
33,dep44/fusion,44066_44209
33,dep44/fusion,44169_44172
33,dep44/fusion,44194_44217
35,dep44/fusion,44047_44120
35,dep44/fusion,44057_44128
36,dep44/fusion,44009_44190
36,dep44/fusion,44026_44201
37,dep44/fusion,44035_44066
38,dep44/fusion,44069_44175
39,dep44/fusion,44047_44166
40,dep44/fusion,44172_44204
41,dep44/fusion,44010_44069
41,dep44/fusion,44067_44128
41,dep44/fusion,44158_44194
42,dep44/fusion,44198_44215
43,dep44/fusion,44018_44020
43,dep44/fusion,44021_44131
43,dep44/fusion,44070_44215
43,dep44/fusion,44126_44182
44,dep44/fusion,44126_44131
44,dep44/fusion,44131_44187
45,dep44/fusion,44069_44211
45,dep44/fusion,44071_44215
45,dep44/fusion,44087_44188
46,dep44/fusion,44010_44135
46,dep44/fusion,44015_44073
46,dep44/fusion,44035_44201
46,dep44/fusion,44103_44184
48,dep44/fusion,44012_44131
49,dep44/fusion,44015_44056
49,dep44/fusion,44114_44209
50,dep44/fusion,44035_44209
50,dep44/fusion,44162_44194
52,dep44/fusion,44020_44101
52,dep44/fusion,44047_44158
56,dep44/fusion,44158_44217
56,dep44/fusion,44190_44215
57,dep44/fusion,44069_44135
57,dep44/fusion,44114_44217
58,dep44/fusion,44026_44204
59,dep44/fusion,44009_44215
59,dep44/fusion,44109_44209
60,dep44/fusion,44047_44194
63,dep44/fusion,44131_44182
68,dep44/fusion,44026_44035
68,dep44/fusion,44114_44162
74,dep44/fusion,44009_44109
74,dep44/fusion,44143_44215
74,dep44/fusion,44154_44182
75,dep44/fusion,44184_44210
78,dep44/fusion,44020_44162
78,dep44/fusion,44026_44172
80,dep44/fusion,44055_44135
81,dep44/fusion,44114_44194
86,dep44/fusion,44055_44069
89,dep44/fusion,44132_44184
92,dep44/fusion,44020_44143
95,dep44/fusion,44047_44162
96,dep44/fusion,44055_44132
124,dep44/fusion,44035_44109
135,dep44/fusion,44055_44184
142,dep44/fusion,44109_44114
143,dep44/fusion,44020_44109
143,dep44/fusion,44109_44190
149,dep44/fusion,44026_44109
152,dep44/fusion,44109_44215
163,dep44/fusion,44109_44172
178,dep44/fusion,44109_44143
204,dep44/fusion,44109_44162
12193,total
